signal_date,cb_code,score_rank,is_carried
2019-05-10,128052.SZ,11,True
2019-05-10,113513.SH,15,True
2019-05-10,127004.SZ,16,True
2019-05-10,128036.SZ,18,True
2019-05-10,128025.SZ,24,True
2019-05-17,128026.SZ,1,True
2019-05-17,128050.SZ,2,True
2019-05-17,123018.SZ,3,False
2019-05-17,113526.SH,4,True
2019-05-17,128057.SZ,5,False
2019-05-17,132009.SH,6,True
2019-05-17,113523.SH,11,True
2019-05-17,128025.SZ,12,True
2019-05-17,113513.SH,13,True
2019-05-17,128060.SZ,14,True
2019-05-17,128036.SZ,15,True
2019-05-17,127004.SZ,33,True
2019-05-24,113526.SH,1,True
2019-05-24,123018.SZ,2,True
2019-05-24,128057.SZ,3,True
2019-05-24,132009.SH,4,True
2019-05-24,113523.SH,5,True
2019-05-24,128060.SZ,6,True
2019-05-24,113511.SH,7,False
2019-05-24,132015.SH,8,False
2019-05-24,128026.SZ,9,True
2019-05-24,113513.SH,10,True
2019-05-24,128025.SZ,17,True
2019-05-24,128050.SZ,34,True
2019-05-31,132018.SH,1,False
2019-05-31,128060.SZ,2,True
2019-05-31,113534.SH,3,False
2019-05-31,128026.SZ,6,True
2019-05-31,123018.SZ,7,True
2019-05-31,128050.SZ,10,True
2019-05-31,113511.SH,20,True
2019-05-31,128057.SZ,28,True
2019-05-31,113513.SH,29,True
2019-05-31,132009.SH,30,True
2019-05-31,132015.SH,31,True
2019-05-31,113526.SH,35,True
2019-06-06,128060.SZ,1,True
2019-06-06,132018.SH,2,True
2019-06-06,113025.SH,3,False
2019-06-06,113505.SH,4,False
2019-06-06,113525.SH,5,False
2019-06-06,128026.SZ,6,True
2019-06-06,113523.SH,7,False
2019-06-06,128057.SZ,8,True
2019-06-06,113526.SH,13,True
2019-06-06,113511.SH,16,True
2019-06-06,123018.SZ,25,True
2019-06-06,113534.SH,30,True
2019-06-14,127003.SZ,1,False
2019-06-14,132018.SH,2,True
2019-06-14,128066.SZ,3,False
2019-06-14,113025.SH,4,True
2019-06-14,128060.SZ,5,True
2019-06-14,128065.SZ,6,False
2019-06-14,128026.SZ,7,True
2019-06-14,113505.SH,8,True
2019-06-14,113511.SH,9,True
2019-06-14,113523.SH,11,True
2019-06-14,113534.SH,22,True
2019-06-14,113526.SH,24,True
2019-06-21,128060.SZ,1,True
2019-06-21,128065.SZ,2,True
2019-06-21,127003.SZ,3,True
2019-06-21,113505.SH,4,True
2019-06-21,128026.SZ,8,True
2019-06-21,113534.SH,10,True
2019-06-21,113511.SH,13,True
2019-06-21,113526.SH,15,True
2019-06-21,113025.SH,17,True
2019-06-21,113523.SH,20,True
2019-06-21,132018.SH,22,True
2019-06-21,128066.SZ,23,True
2019-06-28,128033.SZ,1,False
2019-06-28,113532.SH,2,False
2019-06-28,127003.SZ,3,True
2019-06-28,113505.SH,4,True
2019-06-28,113025.SH,5,True
2019-06-28,128060.SZ,6,True
2019-06-28,123023.SZ,7,False
2019-06-28,110052.SH,8,False
2019-06-28,113511.SH,13,True
2019-06-28,113526.SH,15,True
2019-06-28,132018.SH,17,True
2019-06-28,113523.SH,21,True
2019-07-05,128056.SZ,1,False
2019-07-05,128066.SZ,2,False
2019-07-05,113532.SH,3,True
2019-07-05,128033.SZ,5,True
2019-07-05,123023.SZ,6,True
2019-07-05,113526.SH,8,True
2019-07-05,113511.SH,10,True
2019-07-05,113505.SH,12,True
2019-07-05,110052.SH,17,True
2019-07-05,113523.SH,21,True
2019-07-05,132018.SH,24,True
2019-07-05,113025.SH,33,True
2019-07-12,113532.SH,1,True
2019-07-12,113521.SH,2,False
2019-07-12,128064.SZ,3,False
2019-07-12,128050.SZ,4,False
2019-07-12,113505.SH,9,True
2019-07-12,132018.SH,10,True
2019-07-12,113526.SH,15,True
2019-07-12,110052.SH,18,True
2019-07-12,113025.SH,21,True
2019-07-12,128056.SZ,22,True
2019-07-12,113511.SH,36,True
2019-07-12,128033.SZ,37,True
2019-07-19,132018.SH,1,True
2019-07-19,128064.SZ,2,True
2019-07-19,128060.SZ,3,False
2019-07-19,123019.SZ,4,False
2019-07-19,113521.SH,5,True
2019-07-19,123001.SZ,6,False
2019-07-19,113025.SH,7,True
2019-07-19,113533.SH,8,False
2019-07-19,113505.SH,9,True
2019-07-19,113526.SH,14,True
2019-07-19,128056.SZ,26,True
2019-07-19,128050.SZ,31,True
2019-07-26,132018.SH,1,True
2019-07-26,128060.SZ,2,True
2019-07-26,113524.SH,3,False
2019-07-26,123019.SZ,4,True
2019-07-26,128064.SZ,5,True
2019-07-26,123012.SZ,6,False
2019-07-26,123001.SZ,7,True
2019-07-26,113521.SH,9,True
2019-07-26,113025.SH,13,True
2019-07-26,113533.SH,14,True
2019-07-26,128050.SZ,24,True
2019-07-26,113505.SH,26,True
2019-08-02,132018.SH,1,True
2019-08-02,128060.SZ,2,True
2019-08-02,123020.SZ,3,False
2019-08-02,123018.SZ,4,False
2019-08-02,123019.SZ,6,True
2019-08-02,113025.SH,8,True
2019-08-02,128064.SZ,9,True
2019-08-02,123001.SZ,10,True
2019-08-02,113521.SH,11,True
2019-08-02,113533.SH,12,True
2019-08-02,123012.SZ,28,True
2019-08-02,113524.SH,35,True
2019-08-09,132018.SH,1,True
2019-08-09,128062.SZ,2,False
2019-08-09,128060.SZ,3,True
2019-08-09,128021.SZ,4,False
2019-08-09,128066.SZ,5,False
2019-08-09,123001.SZ,9,True
2019-08-09,123020.SZ,10,True
2019-08-09,113025.SH,12,True
2019-08-09,123018.SZ,13,True
2019-08-09,113533.SH,14,True
2019-08-09,128064.SZ,19,True
2019-08-09,123019.SZ,24,True
2019-08-16,132018.SH,1,True
2019-08-16,123022.SZ,2,False
2019-08-16,113016.SH,3,False
2019-08-16,123020.SZ,4,True
2019-08-16,128060.SZ,5,True
2019-08-16,128021.SZ,8,True
2019-08-16,113025.SH,10,True
2019-08-16,113533.SH,13,True
2019-08-16,123019.SZ,15,True
2019-08-16,123001.SZ,17,True
2019-08-16,123018.SZ,26,True
2019-08-16,128066.SZ,32,True
2019-08-23,113027.SH,1,False
2019-08-23,113025.SH,4,True
2019-08-23,132018.SH,5,True
2019-08-23,113016.SH,6,True
2019-08-23,128060.SZ,7,True
2019-08-23,123022.SZ,8,True
2019-08-23,123020.SZ,17,True
2019-08-23,123001.SZ,18,True
2019-08-23,113533.SH,19,True
2019-08-23,128021.SZ,20,True
2019-08-23,123019.SZ,27,True
2019-08-23,128066.SZ,33,True
2019-08-30,123021.SZ,1,False
2019-08-30,113016.SH,2,True
2019-08-30,128015.SZ,3,False
2019-08-30,128056.SZ,4,False
2019-08-30,113025.SH,5,True
2019-08-30,128057.SZ,6,False
2019-08-30,128060.SZ,11,True
2019-08-30,123001.SZ,16,True
2019-08-30,113533.SH,25,True
2019-08-30,132018.SH,31,True
2019-08-30,113027.SH,32,True
2019-08-30,123022.SZ,35,True
2019-09-06,113540.SH,1,False
2019-09-06,128057.SZ,2,True
2019-09-06,128015.SZ,3,True
2019-09-06,123027.SZ,4,False
2019-09-06,128063.SZ,5,False
2019-09-06,128068.SZ,6,False
2019-09-06,123022.SZ,8,True
2019-09-06,128056.SZ,11,True
2019-09-06,123021.SZ,12,True
2019-09-06,113025.SH,19,True
2019-09-06,128060.SZ,26,True
2019-09-06,123001.SZ,29,True
2019-09-12,128039.SZ,1,False
2019-09-12,123011.SZ,2,False
2019-09-12,113540.SH,3,True
2019-09-12,123021.SZ,4,True
2019-09-12,128057.SZ,5,True
2019-09-12,123020.SZ,6,False
2019-09-12,128015.SZ,7,True
2019-09-12,128068.SZ,8,True
2019-09-12,123027.SZ,10,True
2019-09-12,128056.SZ,13,True
2019-09-12,113025.SH,25,True
2019-09-12,123022.SZ,27,True
2019-09-20,123011.SZ,1,True
2019-09-20,123021.SZ,2,True
2019-09-20,113541.SH,3,False
2019-09-20,128057.SZ,4,True
2019-09-20,128039.SZ,5,True
2019-09-20,123028.SZ,6,False
2019-09-20,113540.SH,8,True
2019-09-20,128015.SZ,9,True
2019-09-20,123027.SZ,10,True
2019-09-20,128068.SZ,13,True
2019-09-20,128056.SZ,14,True
2019-09-20,123020.SZ,27,True
2019-09-27,123011.SZ,1,True
2019-09-27,123021.SZ,2,True
2019-09-27,113537.SH,3,False
2019-09-27,123012.SZ,4,False
2019-09-27,113521.SH,5,False
2019-09-27,128039.SZ,6,True
2019-09-27,113540.SH,8,True
2019-09-27,128057.SZ,11,True
2019-09-27,123027.SZ,14,True
2019-09-27,113541.SH,17,True
2019-09-27,123028.SZ,23,True
2019-09-27,123020.SZ,37,True
2019-09-30,123011.SZ,1,True
2019-09-30,113537.SH,2,True
2019-09-30,123012.SZ,3,True
2019-09-30,128039.SZ,5,True
2019-09-30,113521.SH,7,True
2019-09-30,123027.SZ,8,True
2019-09-30,113540.SH,9,True
2019-09-30,123028.SZ,10,True
2019-09-30,123021.SZ,11,True
2019-09-30,113541.SH,12,True
2019-09-30,128057.SZ,13,True
2019-09-30,123020.SZ,35,True
2019-10-11,123011.SZ,1,True
2019-10-11,113521.SH,2,True
2019-10-11,113530.SH,3,False
2019-10-11,128039.SZ,4,True
2019-10-11,128025.SZ,5,False
2019-10-11,113541.SH,6,True
2019-10-11,128057.SZ,7,True
2019-10-11,123021.SZ,8,True
2019-10-11,113537.SH,11,True
2019-10-11,123012.SZ,13,True
2019-10-11,123027.SZ,18,True
2019-10-11,123028.SZ,33,True
2019-10-18,113530.SH,1,True
2019-10-18,123011.SZ,2,True
2019-10-18,128025.SZ,3,True
2019-10-18,127013.SZ,4,False
2019-10-18,123021.SZ,5,True
2019-10-18,123012.SZ,6,True
2019-10-18,113521.SH,7,True
2019-10-18,127004.SZ,8,False
2019-10-18,123003.SZ,9,False
2019-10-18,123027.SZ,18,True
2019-10-18,113541.SH,22,True
2019-10-18,123028.SZ,25,True
2019-10-25,123011.SZ,1,True
2019-10-25,113530.SH,2,True
2019-10-25,128050.SZ,3,False
2019-10-25,123030.SZ,4,False
2019-10-25,128025.SZ,5,True
2019-10-25,128048.SZ,6,False
2019-10-25,123012.SZ,7,True
2019-10-25,123003.SZ,9,True
2019-10-25,127004.SZ,10,True
2019-10-25,127013.SZ,12,True
2019-10-25,123027.SZ,18,True
2019-10-25,113521.SH,25,True
2019-11-01,128050.SZ,1,True
2019-11-01,113530.SH,2,True
2019-11-01,123011.SZ,3,True
2019-11-01,128038.SZ,4,False
2019-11-01,113519.SH,5,False
2019-11-01,123010.SZ,6,False
2019-11-01,128025.SZ,7,True
2019-11-01,128048.SZ,8,True
2019-11-01,128071.SZ,9,False
2019-11-01,123003.SZ,12,True
2019-11-01,127013.SZ,16,True
2019-11-01,123027.SZ,26,True
2019-11-08,128050.SZ,1,True
2019-11-08,113530.SH,2,True
2019-11-08,113524.SH,3,False
2019-11-08,128038.SZ,4,True
2019-11-08,123021.SZ,5,False
2019-11-08,127013.SZ,6,True
2019-11-08,110049.SH,7,False
2019-11-08,123003.SZ,10,True
2019-11-08,128048.SZ,15,True
2019-11-08,128071.SZ,19,True
2019-11-08,123011.SZ,30,True
2019-11-08,113519.SH,34,True
2019-11-15,128050.SZ,1,True
2019-11-15,113524.SH,2,True
2019-11-15,123019.SZ,3,False
2019-11-15,123011.SZ,4,True
2019-11-15,132014.SH,5,False
2019-11-15,132018.SH,6,False
2019-11-15,110049.SH,10,True
2019-11-15,123021.SZ,11,True
2019-11-15,128038.SZ,12,True
2019-11-15,113530.SH,23,True
2019-11-15,123003.SZ,33,True
2019-11-15,128048.SZ,35,True
2019-11-22,128050.SZ,1,True
2019-11-22,128066.SZ,2,False
2019-11-22,113530.SH,3,True
2019-11-22,113541.SH,4,False
2019-11-22,123011.SZ,5,True
2019-11-22,123019.SZ,6,True
2019-11-22,132018.SH,7,True
2019-11-22,123021.SZ,8,True
2019-11-22,113520.SH,9,False
2019-11-22,132014.SH,12,True
2019-11-22,113524.SH,13,True
2019-11-22,128038.SZ,27,True
2019-11-29,128066.SZ,1,True
2019-11-29,123019.SZ,2,True
2019-11-29,113537.SH,3,False
2019-11-29,132018.SH,5,True
2019-11-29,123011.SZ,6,True
2019-11-29,132014.SH,7,True
2019-11-29,113530.SH,8,True
2019-11-29,123021.SZ,10,True
2019-11-29,128038.SZ,11,True
2019-11-29,113520.SH,16,True
2019-11-29,113541.SH,23,True
2019-11-29,113524.SH,30,True
2019-12-06,128069.SZ,1,False
2019-12-06,128066.SZ,2,True
2019-12-06,113537.SH,3,True
2019-12-06,113521.SH,4,False
2019-12-06,128049.SZ,5,False
2019-12-06,123011.SZ,6,True
2019-12-06,128044.SZ,7,False
2019-12-06,113520.SH,10,True
2019-12-06,128038.SZ,12,True
2019-12-06,132018.SH,21,True
2019-12-06,113530.SH,26,True
2019-12-06,123019.SZ,27,True
2019-12-13,128069.SZ,1,True
2019-12-13,128049.SZ,2,True
2019-12-13,113521.SH,3,True
2019-12-13,128044.SZ,4,True
2019-12-13,110058.SH,5,False
2019-12-13,123019.SZ,6,True
2019-12-13,123011.SZ,7,True
2019-12-13,128063.SZ,8,False
2019-12-13,128066.SZ,10,True
2019-12-13,113520.SH,11,True
2019-12-13,113530.SH,25,True
2019-12-13,132018.SH,36,True
2019-12-20,128069.SZ,1,True
2019-12-20,128049.SZ,2,True
2019-12-20,110058.SH,3,True
2019-12-20,113521.SH,4,True
2019-12-20,113537.SH,5,False
2019-12-20,123018.SZ,6,False
2019-12-20,123011.SZ,11,True
2019-12-20,128066.SZ,16,True
2019-12-20,128063.SZ,17,True
2019-12-20,123019.SZ,25,True
2019-12-20,128044.SZ,26,True
2019-12-20,113530.SH,32,True
2019-12-27,113534.SH,1,False
2019-12-27,128049.SZ,2,True
2019-12-27,113537.SH,3,True
2019-12-27,113521.SH,4,True
2019-12-27,128063.SZ,5,True
2019-12-27,128074.SZ,6,False
2019-12-27,123025.SZ,7,False
2019-12-27,110058.SH,8,True
2019-12-27,123018.SZ,9,True
2019-12-27,128039.SZ,10,False
2019-12-27,128022.SZ,11,False
2019-12-27,123011.SZ,20,True
2020-01-03,113534.SH,1,True
2020-01-03,113537.SH,2,True
2020-01-03,128025.SZ,3,False
2020-01-03,128049.SZ,4,True
2020-01-03,113521.SH,5,True
2020-01-03,128074.SZ,10,True
2020-01-03,128063.SZ,11,True
2020-01-03,123018.SZ,12,True
2020-01-03,110058.SH,21,True
2020-01-03,128022.SZ,22,True
2020-01-03,128039.SZ,28,True
2020-01-03,123011.SZ,37,True
2020-01-10,128049.SZ,1,True
2020-01-10,128039.SZ,2,True
2020-01-10,128065.SZ,3,False
2020-01-10,123029.SZ,4,False
2020-01-10,128044.SZ,5,False
2020-01-10,113534.SH,7,True
2020-01-10,128074.SZ,12,True
2020-01-10,113521.SH,16,True
2020-01-10,123018.SZ,20,True
2020-01-10,113537.SH,24,True
2020-01-10,128025.SZ,26,True
2020-01-10,128063.SZ,33,True
2020-01-17,127004.SZ,1,False
2020-01-17,128065.SZ,2,True
2020-01-17,128044.SZ,3,True
2020-01-17,113547.SH,4,False
2020-01-17,113534.SH,5,True
2020-01-17,128039.SZ,6,True
2020-01-17,123019.SZ,7,False
2020-01-17,123029.SZ,8,True
2020-01-17,113537.SH,9,True
2020-01-17,128025.SZ,11,True
2020-01-17,128049.SZ,13,True
2020-01-17,128074.SZ,23,True
2020-01-23,128053.SZ,1,False
2020-01-23,128049.SZ,2,True
2020-01-23,128044.SZ,3,True
2020-01-23,128039.SZ,4,True
2020-01-23,113541.SH,5,False
2020-01-23,128025.SZ,7,True
2020-01-23,123019.SZ,8,True
2020-01-23,123029.SZ,10,True
2020-01-23,113537.SH,11,True
2020-01-23,127004.SZ,13,True
2020-01-23,128065.SZ,21,True
2020-01-23,113547.SH,36,True
2020-02-07,132014.SH,1,False
2020-02-07,128069.SZ,2,False
2020-02-07,128039.SZ,3,True
2020-02-07,128049.SZ,5,True
2020-02-07,128044.SZ,8,True
2020-02-07,123029.SZ,9,True
2020-02-07,127004.SZ,11,True
2020-02-07,128025.SZ,14,True
2020-02-07,123019.SZ,24,True
2020-02-07,128065.SZ,29,True
2020-02-07,113537.SH,31,True
2020-02-07,113541.SH,32,True
2020-02-14,127007.SZ,1,False
2020-02-14,128055.SZ,2,False
2020-02-14,128085.SZ,3,False
2020-02-14,128053.SZ,4,False
2020-02-14,128069.SZ,5,True
2020-02-14,128039.SZ,6,True
2020-02-14,128065.SZ,8,True
2020-02-14,132014.SH,10,True
2020-02-14,123029.SZ,12,True
2020-02-14,123019.SZ,25,True
2020-02-14,127004.SZ,28,True
2020-02-14,113541.SH,32,True
2020-02-21,127007.SZ,1,True
2020-02-21,128085.SZ,2,True
2020-02-21,128042.SZ,3,False
2020-02-21,113555.SH,4,False
2020-02-21,128053.SZ,5,True
2020-02-21,128069.SZ,6,True
2020-02-21,132012.SH,7,False
2020-02-21,128055.SZ,8,True
2020-02-21,132014.SH,13,True
2020-02-21,123029.SZ,18,True
2020-02-21,127004.SZ,21,True
2020-02-21,123019.SZ,25,True
2020-02-28,132012.SH,1,True
2020-02-28,128087.SZ,2,False
2020-02-28,113527.SH,3,False
2020-02-28,128085.SZ,4,True
2020-02-28,127007.SZ,5,True
2020-02-28,123028.SZ,6,False
2020-02-28,128055.SZ,8,True
2020-02-28,113555.SH,14,True
2020-02-28,123019.SZ,16,True
2020-02-28,123029.SZ,20,True
2020-02-28,128069.SZ,28,True
2020-02-28,128053.SZ,34,True
2020-03-06,113527.SH,1,True
2020-03-06,128087.SZ,2,True
2020-03-06,110058.SH,3,False
2020-03-06,127007.SZ,4,True
2020-03-06,113549.SH,5,False
2020-03-06,127003.SZ,6,False
2020-03-06,123030.SZ,7,False
2020-03-06,132012.SH,8,True
2020-03-06,128055.SZ,9,True
2020-03-06,123012.SZ,10,False
2020-03-06,128082.SZ,11,False
2020-03-06,123029.SZ,15,True
2020-03-13,127003.SZ,1,True
2020-03-13,123030.SZ,2,True
2020-03-13,128087.SZ,3,True
2020-03-13,128066.SZ,4,False
2020-03-13,110058.SH,5,True
2020-03-13,113549.SH,6,True
2020-03-13,110051.SH,7,False
2020-03-13,128075.SZ,8,False
2020-03-13,128082.SZ,14,True
2020-03-13,123012.SZ,15,True
2020-03-13,123029.SZ,17,True
2020-03-13,113527.SH,35,True
2020-03-20,132020.SH,1,False
2020-03-20,128066.SZ,2,True
2020-03-20,113535.SH,3,False
2020-03-20,110051.SH,4,True
2020-03-20,113549.SH,5,True
2020-03-20,128087.SZ,6,True
2020-03-20,113505.SH,7,False
2020-03-20,128075.SZ,10,True
2020-03-20,127003.SZ,15,True
2020-03-20,113527.SH,24,True
2020-03-20,110058.SH,26,True
2020-03-20,123029.SZ,30,True
2020-03-27,132020.SH,1,True
2020-03-27,132018.SH,2,False
2020-03-27,113549.SH,3,True
2020-03-27,128050.SZ,4,False
2020-03-27,110058.SH,5,True
2020-03-27,110051.SH,6,True
2020-03-27,128066.SZ,8,True
2020-03-27,113505.SH,9,True
2020-03-27,113535.SH,10,True
2020-03-27,128075.SZ,13,True
2020-03-27,128087.SZ,14,True
2020-03-27,127003.SZ,18,True
2020-04-03,132018.SH,1,True
2020-04-03,128081.SZ,2,False
2020-04-03,132020.SH,3,True
2020-04-03,128066.SZ,4,True
2020-04-03,128050.SZ,5,True
2020-04-03,127003.SZ,6,True
2020-04-03,128077.SZ,7,False
2020-04-03,113535.SH,8,True
2020-04-03,128026.SZ,9,False
2020-04-03,128087.SZ,12,True
2020-04-03,110051.SH,24,True
2020-04-03,113505.SH,30,True
2020-04-10,128081.SZ,1,True
2020-04-10,128069.SZ,2,False
2020-04-10,128050.SZ,3,True
2020-04-10,132018.SH,4,True
2020-04-10,132020.SH,5,True
2020-04-10,123004.SZ,6,False
2020-04-10,113541.SH,7,False
2020-04-10,128092.SZ,8,False
2020-04-10,110057.SH,9,False
2020-04-10,128087.SZ,10,True
2020-04-10,113535.SH,11,True
2020-04-10,128026.SZ,13,True
2020-04-17,132018.SH,1,True
2020-04-17,113557.SH,2,False
2020-04-17,128081.SZ,3,True
2020-04-17,128049.SZ,4,False
2020-04-17,132020.SH,5,True
2020-04-17,113541.SH,6,True
2020-04-17,127003.SZ,7,False
2020-04-17,113554.SH,8,False
2020-04-17,128092.SZ,9,True
2020-04-17,128069.SZ,11,True
2020-04-17,128087.SZ,15,True
2020-04-17,110057.SH,30,True
2020-04-24,128049.SZ,1,True
2020-04-24,113557.SH,2,True
2020-04-24,127003.SZ,3,True
2020-04-24,132018.SH,4,True
2020-04-24,128064.SZ,5,False
2020-04-24,113008.SH,6,False
2020-04-24,128087.SZ,7,True
2020-04-24,128092.SZ,8,True
2020-04-24,132020.SH,11,True
2020-04-24,128081.SZ,14,True
2020-04-24,113554.SH,15,True
2020-04-24,113541.SH,16,True
2020-04-30,113557.SH,1,True
2020-04-30,127003.SZ,2,True
2020-04-30,128066.SZ,3,False
2020-04-30,113509.SH,4,False
2020-04-30,128092.SZ,5,True
2020-04-30,128049.SZ,6,True
2020-04-30,132018.SH,7,True
2020-04-30,113008.SH,8,True
2020-04-30,123025.SZ,9,False
2020-04-30,113541.SH,16,True
2020-04-30,128064.SZ,19,True
2020-04-30,113554.SH,36,True
2020-05-08,127003.SZ,1,True
2020-05-08,123030.SZ,2,False
2020-05-08,113557.SH,3,True
2020-05-08,128049.SZ,4,True
2020-05-08,128092.SZ,5,True
2020-05-08,113571.SH,6,False
2020-05-08,123025.SZ,13,True
2020-05-08,113008.SH,16,True
2020-05-08,128066.SZ,20,True
2020-05-08,113554.SH,27,True
2020-05-08,132018.SH,30,True
2020-05-08,113509.SH,32,True
2020-05-15,127003.SZ,1,True
2020-05-15,128044.SZ,2,False
2020-05-15,128049.SZ,3,True
2020-05-15,128026.SZ,4,False
2020-05-15,128066.SZ,5,True
2020-05-15,128022.SZ,6,False
2020-05-15,113553.SH,7,False
2020-05-15,123025.SZ,16,True
2020-05-15,113509.SH,24,True
2020-05-15,113571.SH,28,True
2020-05-15,123030.SZ,29,True
2020-05-15,132018.SH,30,True
2020-05-22,128026.SZ,1,True
2020-05-22,113505.SH,2,False
2020-05-22,113528.SH,3,False
2020-05-22,128066.SZ,4,True
2020-05-22,127003.SZ,5,True
2020-05-22,123030.SZ,6,True
2020-05-22,128089.SZ,7,False
2020-05-22,128022.SZ,8,True
2020-05-22,128044.SZ,11,True
2020-05-22,113553.SH,14,True
2020-05-22,132018.SH,27,True
2020-05-22,113509.SH,32,True
2020-05-29,128044.SZ,1,True
2020-05-29,128050.SZ,2,False
2020-05-29,113568.SH,3,False
2020-05-29,127007.SZ,4,False
2020-05-29,127003.SZ,5,True
2020-05-29,128066.SZ,6,True
2020-05-29,128089.SZ,8,True
2020-05-29,128026.SZ,12,True
2020-05-29,128022.SZ,13,True
2020-05-29,113553.SH,15,True
2020-05-29,113528.SH,20,True
2020-05-29,123030.SZ,34,True
2020-06-05,127003.SZ,1,True
2020-06-05,128026.SZ,2,True
2020-06-05,127007.SZ,3,True
2020-06-05,128071.SZ,4,False
2020-06-05,132018.SH,5,False
2020-06-05,128089.SZ,6,True
2020-06-05,128059.SZ,7,False
2020-06-05,113016.SH,8,False
2020-06-05,128022.SZ,9,True
2020-06-05,128066.SZ,10,True
2020-06-05,113568.SH,15,True
2020-06-05,128044.SZ,30,True
2020-06-12,113525.SH,1,False
2020-06-12,128022.SZ,2,True
2020-06-12,127003.SZ,3,True
2020-06-12,113568.SH,4,True
2020-06-12,128025.SZ,5,False
2020-06-12,113575.SH,6,False
2020-06-12,123030.SZ,7,False
2020-06-12,128071.SZ,11,True
2020-06-12,128059.SZ,12,True
2020-06-12,132018.SH,18,True
2020-06-12,128066.SZ,23,True
2020-06-12,113016.SH,29,True
2020-06-19,110066.SH,1,False
2020-06-19,113525.SH,2,True
2020-06-19,128022.SZ,3,True
2020-06-19,113008.SH,4,False
2020-06-19,113568.SH,5,True
2020-06-19,132018.SH,6,True
2020-06-19,113581.SH,7,False
2020-06-19,113575.SH,22,True
2020-06-19,128025.SZ,27,True
2020-06-19,128071.SZ,30,True
2020-06-19,128059.SZ,32,True
2020-06-19,127003.SZ,36,True
2020-06-24,113525.SH,1,True
2020-06-24,128097.SZ,2,False
2020-06-24,110066.SH,3,True
2020-06-24,132018.SH,4,True
2020-06-24,113008.SH,5,True
2020-06-24,128022.SZ,6,True
2020-06-24,128084.SZ,7,False
2020-06-24,113581.SH,10,True
2020-06-24,128071.SZ,20,True
2020-06-24,128059.SZ,26,True
2020-06-24,113568.SH,28,True
2020-06-24,113575.SH,36,True
2020-07-03,113027.SH,1,False
2020-07-03,110058.SH,2,False
2020-07-03,113008.SH,3,True
2020-07-03,113545.SH,4,False
2020-07-03,128097.SZ,5,True
2020-07-03,113576.SH,6,False
2020-07-03,128087.SZ,7,False
2020-07-03,128084.SZ,12,True
2020-07-03,113581.SH,13,True
2020-07-03,110066.SH,17,True
2020-07-03,113525.SH,31,True
2020-07-03,132018.SH,35,True
2020-07-10,113525.SH,1,True
2020-07-10,113027.SH,2,True
2020-07-10,123027.SZ,3,False
2020-07-10,128106.SZ,4,False
2020-07-10,128087.SZ,7,True
2020-07-10,113545.SH,11,True
2020-07-10,110058.SH,14,True
2020-07-10,113581.SH,16,True
2020-07-10,128097.SZ,17,True
2020-07-10,128084.SZ,18,True
2020-07-10,113008.SH,20,True
2020-07-10,113576.SH,36,True
2020-07-17,113027.SH,1,True
2020-07-17,113022.SH,2,False
2020-07-17,113525.SH,3,True
2020-07-17,128022.SZ,4,False
2020-07-17,128097.SZ,8,True
2020-07-17,128106.SZ,10,True
2020-07-17,123027.SZ,14,True
2020-07-17,113576.SH,15,True
2020-07-17,110058.SH,16,True
2020-07-17,113545.SH,21,True
2020-07-17,128087.SZ,27,True
2020-07-17,113581.SH,28,True
2020-07-24,113525.SH,1,True
2020-07-24,113027.SH,2,True
2020-07-24,110058.SH,3,True
2020-07-24,127003.SZ,4,False
2020-07-24,123030.SZ,5,False
2020-07-24,128022.SZ,6,True
2020-07-24,128026.SZ,7,False
2020-07-24,123027.SZ,11,True
2020-07-24,113545.SH,13,True
2020-07-24,128106.SZ,17,True
2020-07-24,113022.SH,24,True
2020-07-24,113581.SH,25,True
2020-07-31,110058.SH,1,True
2020-07-31,113525.SH,2,True
2020-07-31,128021.SZ,3,False
2020-07-31,127003.SZ,4,True
2020-07-31,132020.SH,5,False
2020-07-31,128022.SZ,6,True
2020-07-31,113575.SH,7,False
2020-07-31,110060.SH,8,False
2020-07-31,113576.SH,9,False
2020-07-31,123030.SZ,20,True
2020-07-31,113581.SH,23,True
2020-07-31,113027.SH,25,True
2020-08-07,113527.SH,1,False
2020-08-07,110058.SH,2,True
2020-08-07,128056.SZ,3,False
2020-08-07,132020.SH,4,True
2020-08-07,113585.SH,5,False
2020-08-07,128097.SZ,6,False
2020-08-07,113576.SH,8,True
2020-08-07,128021.SZ,18,True
2020-08-07,127003.SZ,21,True
2020-08-07,113581.SH,22,True
2020-08-07,110060.SH,23,True
2020-08-07,113575.SH,25,True
2020-08-14,113033.SH,1,False
2020-08-14,110058.SH,2,True
2020-08-14,113576.SH,3,True
2020-08-14,132020.SH,4,True
2020-08-14,128097.SZ,5,True
2020-08-14,128056.SZ,8,True
2020-08-14,113585.SH,9,True
2020-08-14,113527.SH,17,True
2020-08-14,110060.SH,19,True
2020-08-14,127003.SZ,25,True
2020-08-14,113581.SH,27,True
2020-08-14,113575.SH,33,True
2020-08-21,128056.SZ,1,True
2020-08-21,110058.SH,2,True
2020-08-21,113033.SH,3,True
2020-08-21,128050.SZ,4,False
2020-08-21,128097.SZ,5,True
2020-08-21,113537.SH,6,False
2020-08-21,113576.SH,7,True
2020-08-21,128064.SZ,8,False
2020-08-21,113585.SH,13,True
2020-08-21,132020.SH,16,True
