,cash_slots_BTC_ONLY_strategy,cash_slots_BTC_ONLY_buyhold,cash_slots_CORE4_strategy,cash_slots_CORE4_buyhold,cash_slots_POOL12_strategy,cash_slots_POOL12_buyhold,common_sample_BTC_ONLY_strategy,common_sample_BTC_ONLY_buyhold,common_sample_CORE4_strategy,common_sample_CORE4_buyhold,common_sample_POOL12_strategy,common_sample_POOL12_buyhold
2021-11-17,-0.10732378185792169,-0.11057918289626101,-0.058112134017916706,-0.1137629932389459,-0.0658368304920961,-0.21806411674219228,-0.10732378185792169,-0.11057918289626101,-0.05654994712756867,-0.12445302593856733,-0.04898964485535351,-0.24262941813798855
2021-11-18,-0.10508330842554503,-0.10634391407612676,-0.0575441350874043,-0.11494286628069372,-0.05592662117156133,-0.20070446848004897,-0.10508330842554503,-0.10634391407612676,-0.056702099925719396,-0.12685762030768621,-0.0366023051700497,-0.23637910041874677
2021-11-19,-0.13280486764203048,-0.1574834633626071,-0.09293694833585586,-0.1943769485719392,-0.08470632809750023,-0.26017085244066396,-0.13280486764203048,-0.1574834633626071,-0.09239230161024803,-0.21086884242054815,-0.06710153771222571,-0.2983356509325197
2021-11-20,-0.13280486764203048,-0.14022369517319455,-0.09293694833585586,-0.12222570066990024,-0.07318078851746923,-0.20386256147301252,-0.13280486764203048,-0.14022369517319455,-0.09239230161024803,-0.13659827555775483,-0.052082195914393004,-0.24465332668475626
2021-11-21,-0.13280486764203048,-0.11578237776305422,-0.09293694833585586,-0.10191897914680348,-0.06024410812155978,-0.16863409444572985,-0.13280486764203048,-0.11578237776305422,-0.09239230161024803,-0.119556746898695,-0.0350841834597867,-0.22689831763129875
2021-11-22,-0.13280486764203048,-0.13192168566038898,-0.09293694833585586,-0.09246854465399124,-0.05871601966935014,-0.172357034070169,-0.13280486764203048,-0.13192168566038898,-0.09239230161024803,-0.09626196733860082,-0.03295727555349548,-0.22436655978446352
2021-11-23,-0.13280486764203048,-0.16707668266745968,-0.09293694833585586,-0.14055834468294848,-0.05346629803522118,-0.18686577952493044,-0.13280486764203048,-0.16707668266745968,-0.09239230161024803,-0.14780710072708447,-0.02598191700064123,-0.2517844478020096
2021-11-24,-0.13280486764203048,-0.14786284713017916,-0.09293694833585586,-0.1040590482778102,-0.06354395649080413,-0.184671835201896,-0.13280486764203048,-0.14786284713017916,-0.09239230161024803,-0.11592379691208654,-0.03924016900027183,-0.2367749033852382
2021-11-25,-0.13280486764203048,-0.1538304903220723,-0.09293694833585586,-0.13856222728604162,-0.07139739060060446,-0.22700720484314063,-0.13280486764203048,-0.1538304903220723,-0.09239230161024803,-0.1591490399782599,-0.049572212792899806,-0.2764329714172582
2021-11-26,-0.13280486764203048,-0.12684703421594878,-0.09293694833585586,-0.09864477364979762,-0.06773611595734097,-0.20332709963166073,-0.13280486764203048,-0.12684703421594878,-0.09239230161024803,-0.1265539098261882,-0.044755409159973,-0.25738448170852113
2021-11-27,-0.13280486764203048,-0.2043973697764796,-0.09293694833585586,-0.17813956683341758,-0.08142012993653847,-0.28216065004760493,-0.13280486764203048,-0.2043973697764796,-0.09239230161024803,-0.20127679302479495,-0.0627582127380365,-0.32519819878131107
2021-11-28,-0.13280486764203048,-0.18969558607359382,-0.09293694833585586,-0.16924906268040318,-0.07295343232399132,-0.2605479239482501,-0.13280486764203048,-0.18969558607359382,-0.09239230161024803,-0.1945494626643659,-0.05161935433689335,-0.31331933738910656
2021-11-29,-0.13280486764203048,-0.15180756042651533,-0.09293694833585586,-0.13873243762638598,-0.07581837973234495,-0.2502533341468177,-0.13280486764203048,-0.15180756042651533,-0.09239230161024803,-0.16483712745414614,-0.05538850317965849,-0.29830054850527565
2021-11-30,-0.13280486764203048,-0.14438284496211973,-0.09293694833585586,-0.12053304796620568,-0.06669265268401081,-0.22248037525958952,-0.13280486764203048,-0.14438284496211973,-0.09239230161024803,-0.1489999783406163,-0.04338262012458893,-0.27755406959118
2021-12-01,-0.13280486764203048,-0.15661061205920945,-0.09293694833585586,-0.10508964946010924,-0.06666519312418628,-0.21547557460044997,-0.13280486764203048,-0.15661061205920945,-0.09239230161024803,-0.13492007252646998,-0.043346494097341814,-0.2713090003534654
2021-12-02,-0.13280486764203048,-0.15315252743321006,-0.09293694833585586,-0.06373353316136499,-0.06737914167962256,-0.21196740817381987,-0.13280486764203048,-0.15315252743321006,-0.09239230161024803,-0.07887060528424095,-0.04428577080576246,-0.25419604546833907
2021-12-03,-0.13280486764203048,-0.16351611872317873,-0.09293694833585586,-0.06306859498938411,-0.07822566781029083,-0.21794751647230537,-0.13280486764203048,-0.16351611872317873,-0.09239230161024803,-0.07332795964267391,-0.05855555156830772,-0.25366202849606734
2021-12-04,-0.13280486764203048,-0.20621400821196978,-0.09293694833585586,-0.1303405714363398,-0.0777039361736257,-0.25988416392326597,-0.13280486764203048,-0.20621400821196978,-0.09239230161024803,-0.14558129031990696,-0.05786915705061568,-0.29825442675867253
2021-12-05,-0.13280486764203048,-0.27209384499144185,-0.09293694833585586,-0.16983689338226204,-0.09187263884328523,-0.3334664918757029,-0.13280486764203048,-0.27209384499144185,-0.09239230161024803,-0.18726523688849295,-0.07650962113561521,-0.3563979615084317
2021-12-06,-0.13280486764203048,-0.2684824856625214,-0.09293694833585586,-0.1787167129454834,-0.09187263884328523,-0.3583349082654175,-0.13280486764203048,-0.2684824856625214,-0.09239230161024803,-0.20001306558330778,-0.07650962113561521,-0.3763592127209092
2021-12-07,-0.13280486764203048,-0.252998186471486,-0.09293694833585586,-0.16513425443322038,-0.09187263884328523,-0.3337799793742541,-0.13280486764203048,-0.252998186471486,-0.09239230161024803,-0.19438689237041618,-0.07650962113561521,-0.363178195709671
2021-12-08,-0.13280486764203048,-0.2508206490495044,-0.09293694833585586,-0.17675840809220011,-0.09187263884328523,-0.3440838468279823,-0.13280486764203048,-0.2508206490495044,-0.09239230161024803,-0.20656184788267284,-0.07650962113561521,-0.37131239884899425
2021-12-09,-0.13280486764203048,-0.25256457455829484,-0.09293694833585586,-0.15132714284284465,-0.09187263884328523,-0.3176092376002614,-0.13280486764203048,-0.25256457455829484,-0.09239230161024803,-0.1835478826467979,-0.07650962113561521,-0.35127402170870814
2021-12-10,-0.13280486764203048,-0.2960337245812046,-0.09293694833585586,-0.2088048701007661,-0.09187263884328523,-0.37044483588796717,-0.13280486764203048,-0.2960337245812046,-0.09239230161024803,-0.23870962226504178,-0.07650962113561521,-0.392691699563391
2021-12-11,-0.13280486764203048,-0.3018886701412882,-0.09293694833585586,-0.25155694023912156,-0.09187263884328523,-0.4023371723091841,-0.13280486764203048,-0.3018886701412882,-0.09239230161024803,-0.2840669299764058,-0.07650962113561521,-0.4226069134246192
2021-12-12,-0.13280486764203048,-0.26857622758227895,-0.09293694833585586,-0.22759195436348378,-0.09188075392264183,-0.3699484574142947,-0.13280486764203048,-0.26857622758227895,-0.09239230161024803,-0.2628184134037713,-0.07652029740208932,-0.39705857430433433
2021-12-13,-0.13280486764203048,-0.25874428477877054,-0.09293694833585586,-0.2217553424383183,-0.09237997179524537,-0.36637059501293634,-0.13280486764203048,-0.25874428477877054,-0.09239230161024803,-0.2580324589016564,-0.0771770726229275,-0.3960732930179719
2021-12-14,-0.13280486764203048,-0.3083718198460974,-0.09293694833585586,-0.29310500285809893,-0.09305954025869645,-0.42603037466541904,-0.13280486764203048,-0.3083718198460974,-0.09239230161024803,-0.32836762666264296,-0.07807111859393823,-0.4508200278087885
2021-12-15,-0.13280486764203048,-0.2841708549411174,-0.09293694833585586,-0.2740450970895991,-0.09295449068773898,-0.3778138004760312,-0.13280486764203048,-0.2841708549411174,-0.09239230161024803,-0.3079567807096847,-0.07793291449718842,-0.4003150011256066
2021-12-16,-0.13280486764203048,-0.27635117944513665,-0.09293694833585586,-0.22809233911752613,-0.09271371335253531,-0.34543112675192333,-0.13280486764203048,-0.27635117944513665,-0.09239230161024803,-0.255590255334052,-0.07761614581525711,-0.37745572108108083
2021-12-17,-0.13280486764203048,-0.29460493778527974,-0.09293694833585586,-0.24077847976849898,-0.09299818387211956,-0.3673344564907066,-0.13280486764203048,-0.29460493778527974,-0.09239230161024803,-0.2665927010748682,-0.07799039761707538,-0.39530063125867476
2021-12-18,-0.13280486764203048,-0.3167971895787419,-0.09293694833585586,-0.24850789328542322,-0.09338677432044029,-0.3522506820515777,-0.13280486764203048,-0.3167971895787419,-0.09239230161024803,-0.2729668283723238,-0.07850163047053993,-0.39785758440288566
2021-12-19,-0.13280486764203048,-0.3064213066942394,-0.09293694833585586,-0.22686522578236057,-0.09338026682489453,-0.33057629656747933,-0.13280486764203048,-0.3064213066942394,-0.09239230161024803,-0.24930176466870557,-0.07849306915481213,-0.379252526748146
2021-12-20,-0.13280486764203048,-0.30869051275497295,-0.09293694833585586,-0.23572998411134227,-0.09309997969530392,-0.35106154394496636,-0.13280486764203048,-0.30869051275497295,-0.09239230161024803,-0.25886382551922027,-0.07812432105596145,-0.3903833377390501
2021-12-21,-0.13280486764203048,-0.3052410174359972,-0.09293694833585586,-0.24861170837190028,-0.09333424953496161,-0.34909617210070776,-0.13280486764203048,-0.3052410174359972,-0.09239230161024803,-0.27577118435466064,-0.07843252842216486,-0.39762215911886145
2021-12-22,-0.13280486764203048,-0.27601634456271695,-0.09293694833585586,-0.23129042617004858,-0.09299307083990482,-0.32006143546514865,-0.13280486764203048,-0.27601634456271695,-0.09239230161024803,-0.2569905324383496,-0.07798367086900371,-0.37622927164533215
2021-12-23,-0.13280486764203048,-0.28045050026789764,-0.09293694833585586,-0.23331819860798575,-0.0922591183065331,-0.3201429500226721,-0.13280486764203048,-0.28045050026789764,-0.09239230161024803,-0.25934449192664166,-0.07701807675940986,-0.37353335805595234
2021-12-24,-0.13280486764203048,-0.24712028672883946,-0.09293694833585586,-0.19713864566519945,-0.09095733580143339,-0.2737983646412926,-0.13280486764203048,-0.24712028672883946,-0.09239230161024803,-0.2201495712747591,-0.07529956214367473,-0.3296471231832744
2021-12-25,-0.13280486764203048,-0.24739914302410548,-0.09293694833585586,-0.20214289537052554,-0.09292435688495726,-0.29160576983559006,-0.13280486764203048,-0.24739914302410548,-0.09239230161024803,-0.22287538172755095,-0.07756135940567987,-0.3344425205222942
2021-12-26,-0.13280486764203048,-0.2536237249692044,-0.09293694833585586,-0.19313922229275404,-0.09237235244311781,-0.2827469629259932,-0.13280486764203048,-0.2536237249692044,-0.09239230161024803,-0.21361978013957017,-0.07688954213329979,-0.32360594876609206
2021-12-27,-0.13280486764203048,-0.2480582982924161,-0.09293694833585586,-0.18520286753031123,-0.09204795879542638,-0.27397238037498217,-0.13280486764203048,-0.2480582982924161,-0.09239230161024803,-0.20176758257839456,-0.07644226691990086,-0.3160573123519843
2021-12-28,-0.13280486764203048,-0.2491547677614281,-0.09293694833585586,-0.18366839359849485,-0.09253960863838462,-0.2736504294658315,-0.13280486764203048,-0.2491547677614281,-0.09239230161024803,-0.2023172478885642,-0.07711628777832413,-0.3210720111658458
2021-12-29,-0.13280486764203048,-0.2959176208448857,-0.09293694833585586,-0.24397753154829904,-0.09550958677449839,-0.3227467704788691,-0.13280486764203048,-0.2959176208448857,-0.09239230161024803,-0.2661342706135853,-0.08072675712677113,-0.3736614344669983
2021-12-30,-0.13280486764203048,-0.31189787847078343,-0.09293694833585586,-0.27248892451129725,-0.09587060936257386,-0.3484010463782895,-0.13280486764203048,-0.31189787847078343,-0.09239230161024803,-0.2934420247285794,-0.08106127217237158,-0.39259342864695446
2021-12-31,-0.13280486764203048,-0.30217981803108795,-0.09293694833585586,-0.2633249412743178,-0.09562750792181796,-0.3409384790191089,-0.13280486764203048,-0.30217981803108795,-0.09239230161024803,-0.2853499127808701,-0.08074144587768017,-0.3844519049538123
2022-01-01,-0.13280486764203048,-0.3155665492103613,-0.09293694833585586,-0.2731574752963376,-0.09600447784237798,-0.3386671227946877,-0.13280486764203048,-0.3155665492103613,-0.09239230161024803,-0.2953727504111987,-0.08123739066734481,-0.38846945496046914
2022-01-02,-0.13280486764203048,-0.29326796771960706,-0.09293694833585586,-0.24429188654759582,-0.09574789658941996,-0.3146724049663827,-0.13280486764203048,-0.29326796771960706,-0.09239230161024803,-0.26413774392153777,-0.08089983021864611,-0.36627186202629936
2022-01-03,-0.13280486764203048,-0.2997318655293635,-0.09293694833585586,-0.24577026887098885,-0.09611231633999817,-0.31149585539768654,-0.13280486764203048,-0.2997318655293635,-0.09239230161024803,-0.2691129763857262,-0.08137926389940675,-0.368363743591398
2022-01-04,-0.13280486764203048,-0.31217273629553854,-0.09293694833585586,-0.26874185232109926,-0.09513944575586486,-0.32694898565534636,-0.13280486764203048,-0.31217273629553854,-0.09239230161024803,-0.2930888570860265,-0.08009934719808987,-0.38184275300251347
2022-01-05,-0.13280486764203048,-0.3212668872440201,-0.09293694833585586,-0.2750451657314944,-0.09534908007666953,-0.3401315694084751,-0.13280486764203048,-0.3212668872440201,-0.09239230161024803,-0.30096006372395523,-0.08037514386903777,-0.39137763509963686
2022-01-06,-0.13280486764203048,-0.3565255483013756,-0.09293694833585586,-0.32613639603969347,-0.09570974959365808,-0.3779632993600217,-0.13280486764203048,-0.3565255483013756,-0.09239230161024803,-0.35203728987251215,-0.0808305176340327,-0.4296067401574487
2022-01-07,-0.13280486764203048,-0.36198775520238036,-0.09293694833585586,-0.3408650517586489,-0.09532127428681236,-0.3821918434420043,-0.13280486764203048,-0.36198775520238036,-0.09239230161024803,-0.366152870994376,-0.08039521311188291,-0.4333934152969966
2022-01-08,-0.13280486764203048,-0.384435761017045,-0.09293694833585586,-0.38755279343577254,-0.09535228141760776,-0.42103697954981867,-0.13280486764203048,-0.384435761017045,-0.09239230161024803,-0.4148532566070474,-0.08073406196413824,-0.4679342719444416
2022-01-09,-0.13280486764203048,-0.38275847668343765,-0.09293694833585586,-0.38887754285719034,-0.09635537787258808,-0.43633525389384487,-0.13280486764203048,-0.38275847668343765,-0.09239230161024803,-0.4082602018443521,-0.08171527414368784,-0.47458669504272644
2022-01-10,-0.13280486764203048,-0.38002056102391646,-0.09293694833585586,-0.38456397150134114,-0.09507579475757932,-0.42147252844148253,-0.13280486764203048,-0.38002056102391646,-0.09239230161024803,-0.4072004358806235,-0.08115839303725148,-0.4713356167672651
2022-01-11,-0.13280486764203048,-0.3806444705151304,-0.09293694833585586,-0.40280758884696877,-0.09388420722646407,-0.44241624007414837,-0.13280486764203048,-0.3806444705151304,-0.09239230161024803,-0.4259851857113387,-0.07981300924645607,-0.48725244153533787
2022-01-12,-0.13280486764203048,-0.3672155332582411,-0.09293694833585586,-0.3714049887571722,-0.0935713459240135,-0.4097722841426934,-0.13280486764203048,-0.3672155332582411,-0.09239230161024803,-0.3985679388214135,-0.07870425927048541,-0.4556687635241582
2022-01-13,-0.13280486764203048,-0.34983906896650796,-0.09293694833585586,-0.33326929747288014,-0.09368593868704933,-0.3765612844169095,-0.13280486764203048,-0.34983906896650796,-0.09239230161024803,-0.35818244729103976,-0.07893584711102453,-0.4236199748843259
2022-01-14,-0.13280486764203048,-0.3697470093661951,-0.09293694833585586,-0.35538451854449005,-0.0939440053483529,-0.3933096359574485,-0.13280486764203048,-0.3697470093661951,-0.09239230161024803,-0.3795176290228075,-0.07831552167256683,-0.426053757248109
2022-01-15,-0.13280486764203048,-0.36231859161428914,-0.09293694833585586,-0.3461022853985374,-0.0931316623825923,-0.3758045737018084,-0.13280486764203048,-0.36231859161428914,-0.09239230161024803,-0.3730017740191801,-0.07768125039383522,-0.40832580274098895
2022-01-16,-0.13280486764203048,-0.36195828499379945,-0.09293694833585586,-0.3406532692060462,-0.09390625192864266,-0.36773886689646085,-0.13280486764203048,-0.36195828499379945,-0.09239230161024803,-0.36742505047062035,-0.07842245844736773,-0.40470065984613146
2022-01-17,-0.13280486764203048,-0.3621453245588132,-0.09293694833585586,-0.33742911011277743,-0.09328926146940741,-0.3608724847989363,-0.13280486764203048,-0.3621453245588132,-0.09239230161024803,-0.36475645628947273,-0.07778250148414068,-0.4062702842347681
2022-01-18,-0.13280486764203048,-0.3750297293687067,-0.09293694833585586,-0.3692044740996141,-0.0955247223400355,-0.3835248406336862,-0.13280486764203048,-0.3750297293687067,-0.09239230161024803,-0.3966900971433218,-0.07985458467491957,-0.4298509651585838
2022-01-19,-0.13280486764203048,-0.37280110037908465,-0.09293694833585586,-0.3697421998018777,-0.09604834146029095,-0.39886511320128437,-0.13280486764203048,-0.37280110037908465,-0.09239230161024803,-0.3947893268058865,-0.08012416381061704,-0.43965961699182876
2022-01-20,-0.13280486764203048,-0.3830508093052406,-0.09293694833585586,-0.3891498165111478,-0.0976490869770199,-0.4237505733719088,-0.13280486764203048,-0.3830508093052406,-0.09239230161024803,-0.415543829098602,-0.08151276385800599,-0.4609556746507709
2022-01-21,-0.13280486764203048,-0.3975501519270702,-0.09293694833585586,-0.41702291149708837,-0.09897894399885354,-0.44929098199490036,-0.13280486764203048,-0.3975501519270702,-0.09239230161024803,-0.44469368532932274,-0.08255999970090244,-0.485858444902713
2022-01-22,-0.13280486764203048,-0.460275935930878,-0.09293694833585586,-0.49106493464748113,-0.09993175104457641,-0.5190579872294732,-0.13280486764203048,-0.460275935930878,-0.09239230161024803,-0.5134619094143824,-0.08381352064278524,-0.5451191579609226
2022-01-23,-0.13280486764203048,-0.4806220790802689,-0.09293694833585586,-0.5431802688129361,-0.09993175104457641,-0.5614563405308988,-0.13280486764203048,-0.4806220790802689,-0.09239230161024803,-0.571310328362036,-0.08381352064278524,-0.588761491440027
2022-01-24,-0.13280486764203048,-0.4632490208930451,-0.09293694833585586,-0.5165354502253854,-0.09993175104457641,-0.5359194409846015,-0.13280486764203048,-0.4632490208930451,-0.09239230161024803,-0.5464371447339214,-0.08381352064278524,-0.5651407075022039
2022-01-25,-0.13280486764203048,-0.45709137630613006,-0.09293694833585586,-0.5406963341247055,-0.09993175104457641,-0.5561583743203844,-0.13280486764203048,-0.45709137630613006,-0.09239230161024803,-0.5724185828375388,-0.08381352064278524,-0.5859871634119114
2022-01-26,-0.13280486764203048,-0.45267869386850845,-0.09293694833585586,-0.5288064105756278,-0.09993175104457641,-0.541038876223222,-0.13280486764203048,-0.45267869386850845,-0.09239230161024803,-0.5603151120595464,-0.08381352064278524,-0.5705289197761718
2022-01-27,-0.13280486764203048,-0.45491606025665443,-0.09293694833585586,-0.5376866221337716,-0.09993175104457641,-0.5461006810492623,-0.13280486764203048,-0.45491606025665443,-0.09239230161024803,-0.5701771974547132,-0.08381352064278524,-0.5760389492279787
2022-01-28,-0.13280486764203048,-0.4496903554817995,-0.09293694833585586,-0.5381607515613684,-0.09993175104457641,-0.5529368471012315,-0.13280486764203048,-0.4496903554817995,-0.09239230161024803,-0.5725944899389697,-0.08381352064278524,-0.5829847155078856
2022-01-29,-0.13280486764203048,-0.44144965585016216,-0.09293694833585586,-0.5306188587283351,-0.09993175104457641,-0.5441980301822487,-0.13280486764203048,-0.44144965585016216,-0.09239230161024803,-0.5665279672366864,-0.08381352064278524,-0.5775688338300573
2022-01-30,-0.13280486764203048,-0.43478168795284533,-0.09293694833585586,-0.5171718756689779,-0.09993175104457641,-0.5283932030061111,-0.13280486764203048,-0.43478168795284533,-0.09239230161024803,-0.5516174018342889,-0.08381352064278524,-0.5653963752201481
2022-01-31,-0.13280486764203048,-0.43900348044644255,-0.09293694833585586,-0.5278749961225231,-0.09993175104457641,-0.5427070914380214,-0.13280486764203048,-0.43900348044644255,-0.09239230161024803,-0.5632564857804047,-0.08381352064278524,-0.5782595602882449
2022-02-01,-0.13280486764203048,-0.43033790630013824,-0.09293694833585586,-0.5128406873701199,-0.09993175104457641,-0.528234128661173,-0.13280486764203048,-0.43033790630013824,-0.09239230161024803,-0.5460480945193777,-0.08381352064278524,-0.5642334531715113
2022-02-02,-0.13280486764203048,-0.42696601092737574,-0.09293694833585586,-0.48418196834457083,-0.09993175104457641,-0.5159695341903239,-0.13280486764203048,-0.42696601092737574,-0.09239230161024803,-0.5136886699294017,-0.08381352064278524,-0.5471594708743255
2022-02-03,-0.13280486764203048,-0.4535961207135285,-0.09293694833585586,-0.5126018706892298,-0.09993175104457641,-0.5433648679652867,-0.13280486764203048,-0.4535961207135285,-0.09239230161024803,-0.5432854649454315,-0.08381352064278524,-0.5714351767367369
2022-02-04,-0.13280486764203048,-0.4474412898651212,-0.09293694833585586,-0.5097494996702492,-0.09993175104457641,-0.5391511963658477,-0.13280486764203048,-0.4474412898651212,-0.09239230161024803,-0.5412918624029652,-0.08381352064278524,-0.5680349583461606
2022-02-05,-0.13280486764203048,-0.38435845725383266,-0.09293694833585586,-0.46178157810932974,-0.09993175104457641,-0.4939554200617037,-0.13280486764203048,-0.38435845725383266,-0.09239230161024803,-0.4961324726725743,-0.08381352064278524,-0.5265546948278872
2022-02-06,-0.13280486764203048,-0.3871588675265254,-0.09293694833585586,-0.453317670537873,-0.09993175104457641,-0.4939799316580854,-0.13280486764203048,-0.3871588675265254,-0.09239230161024803,-0.4884128940833422,-0.08381352064278524,-0.5259978646132217
2022-02-07,-0.13280486764203048,-0.37237533731541494,-0.09293694833585586,-0.44535196418331624,-0.09993175104457641,-0.4799301394299459,-0.13280486764203048,-0.37237533731541494,-0.09239230161024803,-0.48107457308100243,-0.08381352064278524,-0.5121112341518972
2022-02-08,-0.13280486764203048,-0.350767010308057,-0.09293694833585586,-0.4306796733406675,-0.09993175104457641,-0.45366321970641943,-0.13280486764203048,-0.350767010308057,-0.09239230161024803,-0.4681652431571731,-0.08381352064278524,-0.4891786189519838
2022-02-09,-0.13280486764203048,-0.3477606047582984,-0.09293694833585586,-0.4497895420795037,-0.0999618210008284,-0.46213818281339414,-0.13280486764203048,-0.3477606047582984,-0.09239230161024803,-0.4875200080232821,-0.08384921573899662,-0.503693149421703
2022-02-10,-0.13280486764203048,-0.3428778798983856,-0.09293694833585586,-0.43708391448073136,-0.10010823031271776,-0.44887993750930844,-0.13280486764203048,-0.3428778798983856,-0.09239230161024803,-0.47870578578214995,-0.08402301361320375,-0.4959602679051729
2022-02-11,-0.13280486764203048,-0.35586950295457354,-0.09293694833585586,-0.4634127777095819,-0.10112852020494678,-0.46795379200526444,-0.13280486764203048,-0.35586950295457354,-0.09239230161024803,-0.5052784668969796,-0.08523416754908497,-0.519515731687121
2022-02-12,-0.13280486764203048,-0.37248107464670555,-0.09293694833585586,-0.4950315871365406,-0.10264522917030072,-0.5057385698620245,-0.13280486764203048,-0.37248107464670555,-0.09239230161024803,-0.5384744051397135,-0.0870346049021995,-0.551490393008707
2022-02-13,-0.13280486764203048,-0.374789228772046,-0.09293694833585586,-0.49515038102469766,-0.101197149569895,-0.5075286386488647,-0.13280486764203048,-0.374789228772046,-0.09239230161024803,-0.5389891476070356,-0.08531563530261943,-0.5525692209092958
2022-02-14,-0.13280486764203048,-0.3772211873917266,-0.09293694833585586,-0.5056074611508199,-0.101576898722608,-0.5159035606594171,-0.13280486764203048,-0.3772211873917266,-0.09239230161024803,-0.5499125122433612,-0.08576642353884423,-0.5567597637706505
2022-02-15,-0.13280486764203048,-0.37007888241860665,-0.09293694833585586,-0.49371707525958264,-0.10167984277003028,-0.5060570344869494,-0.13280486764203048,-0.37007888241860665,-0.09239230161024803,-0.537586138952554,-0.0858886251691463,-0.5509625403949953
2022-02-16,-0.13280486764203048,-0.3403286328103827,-0.09293694833585586,-0.4520249912262352,-0.10053144472989806,-0.46392405926163505,-0.13280486764203048,-0.3403286328103827,-0.09239230161024803,-0.4984877249019335,-0.08452539809333393,-0.5178698183656221
2022-02-17,-0.13280486764203048,-0.35026986714119135,-0.09293694833585586,-0.4643025117947005,-0.10086772861814386,-0.46804048647675656,-0.13280486764203048,-0.35026986714119135,-0.09239230161024803,-0.5112191153240503,-0.08492459008565334,-0.5263747691818326
2022-02-18,-0.13280486764203048,-0.3999967716052911,-0.09293694833585586,-0.5027777318479584,-0.10241875226597197,-0.5060839247059481,-0.13280486764203048,-0.3999967716052911,-0.09239230161024803,-0.5472313752316262,-0.08676576131553537,-0.5605860905176332
2022-02-19,-0.13280486764203048,-0.40801237215631003,-0.09293694833585586,-0.51642295542795,-0.10207103015023478,-0.5192910295216611,-0.13280486764203048,-0.40801237215631003,-0.09239230161024803,-0.5602731302818819,-0.08635299136429353,-0.5694041770767164
2022-02-20,-0.13280486764203048,-0.4064615579640499,-0.09293694833585586,-0.5140427273158564,-0.10121545073388105,-0.5152001538153074,-0.13280486764203048,-0.4064615579640499,-0.09239230161024803,-0.5566520650168588,-0.0853373600368954,-0.5647431765067681
2022-02-21,-0.13280486764203048,-0.43152278639489317,-0.09293694833585586,-0.5301660439974027,-0.1022357406261103,-0.5427061030126988,-0.13280486764203048,-0.43152278639489317,-0.09239230161024803,-0.5680541274833052,-0.08654851397277663,-0.5819864661464086
2022-02-22,-0.13280486764203048,-0.4519406058304808,-0.09293694833585586,-0.558165997600347,-0.10397784443947244,-0.5771402929279347,-0.13280486764203048,-0.4519406058304808,-0.09239230161024803,-0.5978240955795024,-0.08861651043764163,-0.6119388548453613
2022-02-23,-0.13280486764203048,-0.4338413069252621,-0.09293694833585586,-0.5405865292789749,-0.10397784443947244,-0.5591328280585885,-0.13280486764203048,-0.4338413069252621,-0.09239230161024803,-0.5811381044738798,-0.08861651043764163,-0.5974595860211502
2022-02-24,-0.13280486764203048,-0.4483588648016419,-0.09293694833585586,-0.5507516334761144,-0.10397784443947244,-0.5688967493696923,-0.13280486764203048,-0.4483588648016419,-0.09239230161024803,-0.5903301665016705,-0.08861651043764163,-0.607657971246368
2022-02-25,-0.13280486764203048,-0.43238482701876113,-0.09293694833585586,-0.5417591228545806,-0.10397784443947244,-0.5643532952145344,-0.13280486764203048,-0.43238482701876113,-0.09239230161024803,-0.5784286266762122,-0.08861651043764163,-0.604245592111551
2022-02-26,-0.13280486764203048,-0.4191975750905357,-0.09293694833585586,-0.5216575868557023,-0.10397784443947244,-0.5436518194352689,-0.13280486764203048,-0.4191975750905357,-0.09239230161024803,-0.5614101396902672,-0.08861651043764163,-0.5881514814388396
2022-02-27,-0.13280486764203048,-0.42071447632920267,-0.09293694833585586,-0.5265688222808418,-0.10397784443947244,-0.5445737766655223,-0.13280486764203048,-0.42071447632920267,-0.09239230161024803,-0.5681095535740952,-0.08861651043764163,-0.59066405339233
2022-02-28,-0.13280486764203048,-0.4417086678843737,-0.09293694833585586,-0.5490425593553088,-0.10397784443947244,-0.5642799379066703,-0.13280486764203048,-0.4417086678843737,-0.09239230161024803,-0.5884843196034883,-0.08861651043764163,-0.6094790293879193
2022-03-01,-0.13280486764203048,-0.36083708424421945,-0.09293694833585586,-0.49036955569128915,-0.10397784443947244,-0.5153437476332297,-0.13280486764203048,-0.36083708424421945,-0.09239230161024803,-0.5313791843846771,-0.08861651043764163,-0.5635413785678173
2022-03-02,-0.13280486764203048,-0.34215978421291293,-0.09293694833585586,-0.48378158100132096,-0.10397784443947244,-0.507709904108324,-0.13280486764203048,-0.34215978421291293,-0.09239230161024803,-0.5279621347213901,-0.08861651043764163,-0.5565137827892195
2022-03-03,-0.13280486764203048,-0.349982125355901,-0.09293694833585586,-0.4812374527166422,-0.10397784443947244,-0.5171075421914202,-0.13280486764203048,-0.349982125355901,-0.09239230161024803,-0.5233511292106021,-0.08861651043764163,-0.5602888072426513
2022-03-04,-0.13280486764203048,-0.3712923441729401,-0.09293694833585586,-0.4996589694852176,-0.10397784443947244,-0.5364985209889943,-0.13280486764203048,-0.3712923441729401,-0.09239230161024803,-0.5416547890078145,-0.08861651043764163,-0.5758737489346277
2022-03-05,-0.13280486764203048,-0.4202417682599041,-0.09293694833585586,-0.5368151116564265,-0.10397784443947244,-0.5632988810066223,-0.13280486764203048,-0.4202417682599041,-0.09239230161024803,-0.5758717633401067,-0.08861651043764163,-0.6019624101510508
