policy,policy_label,pool,label,start_date,end_date,days,cagr,sharpe,mdd,calmar,vol,final
dynamic_eligible,Dynamic eligible,BTC_ONLY,BTC only,2022-01-01,2026-05-22,1603,0.2143846512771248,0.9080578188541233,-0.2677827040140418,0.8005918532583159,0.24710751069230943,2.3455415655261325
dynamic_eligible,Dynamic eligible,CORE4_BTC_ETH_SOL_BNB,BTC/ETH/SOL/BNB,2022-01-01,2026-05-22,1603,0.14977043466025308,0.7896776893398548,-0.23561013695280209,0.6356705895479167,0.20270632807083208,1.8451206567223482
dynamic_eligible,Dynamic eligible,POOL12_DROP_LTC_AAVE,12 coin pool,2022-01-01,2026-05-22,1603,0.19235647118298838,1.0542494608078365,-0.2017765786178698,0.9533141680793316,0.18259662852578118,2.164460029330069
dynamic_eligible,Dynamic eligible,BTC_ONLY,BTC only,2022-04-01,2026-05-22,1513,0.23414742166571,0.953485865953134,-0.26778270401404214,0.8743933725212949,0.2540633266788456,2.390478462541714
dynamic_eligible,Dynamic eligible,CORE4_BTC_ETH_SOL_BNB,BTC/ETH/SOL/BNB,2022-04-01,2026-05-22,1513,0.1622625632782546,0.8253485354573817,-0.2356101369528022,0.6886909255129345,0.2084643984649857,1.8643206770450902
dynamic_eligible,Dynamic eligible,POOL12_DROP_LTC_AAVE,12 coin pool,2022-04-01,2026-05-22,1513,0.20939249025587126,1.105879922177872,-0.20177657861786935,1.037744279787919,0.18775388929551148,2.198022218079484
dynamic_eligible,Dynamic eligible,BTC_ONLY,BTC only,2022-07-01,2026-05-22,1422,0.26658197598150557,1.0341064887722502,-0.26778270401404214,0.9955160358957552,0.26104722232418426,2.5093827945470024
dynamic_eligible,Dynamic eligible,CORE4_BTC_ETH_SOL_BNB,BTC/ETH/SOL/BNB,2022-07-01,2026-05-22,1422,0.19670301355839648,0.9578466574695614,-0.2356101369528022,0.8348665133953908,0.21054413038480552,2.011929446193891
dynamic_eligible,Dynamic eligible,POOL12_DROP_LTC_AAVE,12 coin pool,2022-07-01,2026-05-22,1422,0.23841365475321785,1.2071297947781872,-0.20177657861786957,1.181572491645488,0.19236308880541783,2.2990069689583112
dynamic_eligible,Dynamic eligible,BTC_ONLY,BTC only,2022-10-01,2026-05-22,1330,0.2874728872218968,1.0693569915891477,-0.26778270401404214,1.0735304517905762,0.2699041621926057,2.5093827945470024
dynamic_eligible,Dynamic eligible,CORE4_BTC_ETH_SOL_BNB,BTC/ETH/SOL/BNB,2022-10-01,2026-05-22,1330,0.21167177291655892,0.9904833538806207,-0.2356101369528022,0.8983984121148462,0.21769071251838243,2.011929446193891
dynamic_eligible,Dynamic eligible,POOL12_DROP_LTC_AAVE,12 coin pool,2022-10-01,2026-05-22,1330,0.2589678399640152,1.2568274755576636,-0.20177657861787002,1.2834385523725997,0.19885139302809374,2.312932087732299
dynamic_eligible,Dynamic eligible,BTC_ONLY,BTC only,2023-01-01,2026-05-22,1238,0.3118968712024883,1.1084769558028202,-0.26778270401404214,1.1647386725400044,0.27972843940515607,2.5093827945470024
dynamic_eligible,Dynamic eligible,CORE4_BTC_ETH_SOL_BNB,BTC/ETH/SOL/BNB,2023-01-01,2026-05-22,1238,0.23920135521794617,1.0699426206190175,-0.23561013695280153,1.0152422060934672,0.2237487134435921,2.0685292102868136
dynamic_eligible,Dynamic eligible,POOL12_DROP_LTC_AAVE,12 coin pool,2023-01-01,2026-05-22,1238,0.29598475442713856,1.3644198296692782,-0.20177657861787024,1.4668935138784478,0.20535833167449538,2.4077182442863845
dynamic_eligible,Dynamic eligible,BTC_ONLY,BTC only,2023-04-01,2026-05-22,1148,0.3124865761362865,1.1341374328498386,-0.2677827040140419,1.1669408496222384,0.27192878664776937,2.3502230715846846
dynamic_eligible,Dynamic eligible,CORE4_BTC_ETH_SOL_BNB,BTC/ETH/SOL/BNB,2023-04-01,2026-05-22,1148,0.2575263501754206,1.1442353552457287,-0.2356101369528022,1.0930189740817844,0.22162281226425518,2.054608402348421
dynamic_eligible,Dynamic eligible,POOL12_DROP_LTC_AAVE,12 coin pool,2023-04-01,2026-05-22,1148,0.32746489428133807,1.4647209357391535,-0.2017765786178699,1.622908350039477,0.208042419443038,2.435542457642998
dynamic_eligible,Dynamic eligible,BTC_ONLY,BTC only,2023-07-01,2026-05-22,1057,0.3263104081513353,1.1508033305256389,-0.26778270401404225,1.2185641688576865,0.27867327123743607,2.2637631181011155
dynamic_eligible,Dynamic eligible,CORE4_BTC_ETH_SOL_BNB,BTC/ETH/SOL/BNB,2023-07-01,2026-05-22,1057,0.2965530417374147,1.2499136783690024,-0.23561013695280209,1.258659943807175,0.22856205192239762,2.119919159987052
dynamic_eligible,Dynamic eligible,POOL12_DROP_LTC_AAVE,12 coin pool,2023-07-01,2026-05-22,1057,0.3736772415208498,1.5869943649086093,-0.20177657861786935,1.8519356611181874,0.21439989869430523,2.5056547105973803
dynamic_eligible,Dynamic eligible,BTC_ONLY,BTC only,2023-10-01,2026-05-22,965,0.38221629582584926,1.2623300378322833,-0.26778270401404203,1.4273375019986598,0.2890324260858704,2.3511195851136595
dynamic_eligible,Dynamic eligible,CORE4_BTC_ETH_SOL_BNB,BTC/ETH/SOL/BNB,2023-10-01,2026-05-22,965,0.34993425997214,1.377881997714283,-0.23561013695280209,1.4852258247370722,0.2382291745063957,2.2088596591819734
dynamic_eligible,Dynamic eligible,POOL12_DROP_LTC_AAVE,12 coin pool,2023-10-01,2026-05-22,965,0.4190645364671195,1.6771872177695026,-0.20177657861787002,2.0768740323462187,0.22340361712078038,2.5203000341906714
dynamic_eligible,Dynamic eligible,BTC_ONLY,BTC only,2024-01-01,2026-05-22,873,0.2034497936066253,0.8222542476098403,-0.2677827040140418,0.7597570364214298,0.2685658729740358,1.5564878745996704
dynamic_eligible,Dynamic eligible,CORE4_BTC_ETH_SOL_BNB,BTC/ETH/SOL/BNB,2024-01-01,2026-05-22,873,0.17796993260871252,0.8563643712692048,-0.23561013695280209,0.7553577062109337,0.2191788337521616,1.4789127049405462
dynamic_eligible,Dynamic eligible,POOL12_DROP_LTC_AAVE,12 coin pool,2024-01-01,2026-05-22,873,0.23517336072402184,1.1495702152687663,-0.20177657861786924,1.1655136702927273,0.20114511926810089,1.6563105277386043
dynamic_eligible,Dynamic eligible,BTC_ONLY,BTC only,2024-04-01,2026-05-22,782,0.05844271432740289,0.3666513529260074,-0.2156011479855514,0.2710686602249421,0.22047109834917716,1.129227348306929
dynamic_eligible,Dynamic eligible,CORE4_BTC_ETH_SOL_BNB,BTC/ETH/SOL/BNB,2024-04-01,2026-05-22,782,0.033137258235808265,0.27174091541118706,-0.1385429904880443,0.2391839393611752,0.17831693374746319,1.0722456479307287
dynamic_eligible,Dynamic eligible,POOL12_DROP_LTC_AAVE,12 coin pool,2024-04-01,2026-05-22,782,0.1117572197772605,0.7139302898902892,-0.19547120834062615,0.5717323831267953,0.16794773790049047,1.2544365679897174
