strategy,BE_sharpe_bp,BE_return_bp
Pool_filtered_19,14.951907587561337,17.513654404022322
Pool_on_14,0.6102670252770088,3.2461030671774074
TSMOM_only_19,1.0526498103295767,7.863898307352974
TSMOM_only_14,0.0,0.0
