date,strategy,daily_return,entry_pnl,sell_open_pnl,normal_holding_pnl,sell_failed_holding_pnl,suspended_holding_pnl,turnover_rate,holdings,cash_slots,return_events,suspended_positions,is_rebalance,bought,buy_failed,sold,sell_failed,label
2005-02-18,baseline_size_10_50_top100,-0.011836259117924502,0.0,0.0,-0.011836259117924502,0.0,0.0,0.0,99,1,98,1,False,0,0,0,0,baseline: size 10%-50% smallest float mcap top100
2005-02-21,baseline_size_10_50_top100,0.02246475898032217,0.0,0.0,0.02239013211465053,0.0,7.46268656716409e-05,0.0,99,1,99,0,False,0,0,0,0,baseline: size 10%-50% smallest float mcap top100
2005-02-22,baseline_size_10_50_top100,0.03205799478755826,0.0,0.0,0.03205799478755826,0.0,0.0,0.0,99,1,99,0,False,0,0,0,0,baseline: size 10%-50% smallest float mcap top100
2005-02-23,baseline_size_10_50_top100,0.017692626614434204,0.0,0.0,0.017692626614434204,0.0,0.0,0.0,99,1,99,0,False,0,0,0,0,baseline: size 10%-50% smallest float mcap top100
2005-02-24,baseline_size_10_50_top100,0.000877384608813725,0.0,0.0,0.000877384608813725,0.0,0.0,0.0,99,1,99,0,False,0,0,0,0,baseline: size 10%-50% smallest float mcap top100
2005-02-25,baseline_size_10_50_top100,-0.0004701950953218648,0.0,0.0,-0.0004701950953218648,0.0,0.0,0.0,99,1,99,0,False,0,0,0,0,baseline: size 10%-50% smallest float mcap top100
2005-02-28,baseline_size_10_50_top100,-0.0026955623911744807,0.0,0.0,-0.0026955623911744807,0.0,0.0,0.0,99,1,97,2,False,0,0,0,0,baseline: size 10%-50% smallest float mcap top100
2005-03-01,baseline_size_10_50_top100,0.005271039514103898,0.0015636710919139229,6.807043173363336e-05,0.0036392979904563416,0.0,0.0,0.43,100,0,121,0,True,22,0,21,0,baseline: size 10%-50% smallest float mcap top100
2005-03-02,baseline_size_10_50_top100,-0.01487500017309822,0.0,0.0,-0.01487500017309822,0.0,0.0,0.0,100,0,100,0,False,0,0,0,0,baseline: size 10%-50% smallest float mcap top100
2005-03-03,baseline_size_10_50_top100,0.005275675480543855,0.0,0.0,0.005275675480543855,0.0,0.0,0.0,100,0,100,0,False,0,0,0,0,baseline: size 10%-50% smallest float mcap top100
