date,strategy,daily_return,entry_pnl,sell_open_pnl,normal_holding_pnl,sell_failed_holding_pnl,suspended_holding_pnl,turnover_rate,holdings,cash_slots,return_events,suspended_positions,is_rebalance,bought,buy_failed,sold,sell_failed
2014-02-24,size_05_30_top100,0.012941154944941748,0.0,0.0,0.01053142160439844,0.001998357963875208,0.00041137537666809945,0.0,100,0,92,8,False,0,0,0,0
2014-02-25,size_05_30_top100,-0.03645459371446007,0.0,0.0,-0.03945546353863355,0.0030008698241734844,0.0,0.0,100,0,92,8,False,0,0,0,0
2014-02-26,size_05_30_top100,0.00721787922024106,0.0,0.0,0.004205397633401418,0.0030124815868396416,0.0,0.0,100,0,92,8,False,0,0,0,0
2014-02-27,size_05_30_top100,-0.016537562566861914,0.0,0.0,-0.019537441253743175,0.002999878686881261,0.0,0.0,100,0,92,8,False,0,0,0,0
2014-02-28,size_05_30_top100,0.011919541592171175,0.0,0.0,0.010475540215396692,0.001444001376774483,0.0,0.0,100,0,92,8,False,0,0,0,0
2014-03-03,size_05_30_top100,0.02261249541508306,0.007139016093865801,0.0016094152966383767,0.013864064024578881,0.0,0.0,0.54,100,0,119,8,True,27,0,27,8
2014-03-04,size_05_30_top100,-0.0005682578692381979,0.0,0.0,-0.0005682578692381979,0.0,0.0,0.0,100,0,92,8,False,0,0,0,0
2014-03-05,size_05_30_top100,0.00515167340708066,0.0,0.0,0.00515167340708066,0.0,0.0,0.0,100,0,92,8,False,0,0,0,0
2014-03-06,size_05_30_top100,0.0033792257581703976,0.0,0.0,0.0033792257581703976,0.0,0.0,0.0,100,0,92,8,False,0,0,0,0
2014-03-07,size_05_30_top100,0.003319065870645542,0.0,0.0,0.003319065870645542,0.0,0.0,0.0,100,0,92,8,False,0,0,0,0
2014-03-10,size_05_30_top100,-0.03264065125674499,0.0,0.0,-0.03362104341360774,0.0,0.000980392156862746,0.0,100,0,92,8,False,0,0,0,0
2014-03-11,size_05_30_top100,-0.0018800053579649525,0.0,0.0,-0.0026835767865363803,0.0008035714285714279,0.0,0.0,100,0,91,9,False,0,0,0,0
2014-03-12,size_05_30_top100,-0.002354039486770194,0.0,0.0,-0.003345775023960278,0.0009917355371900837,0.0,0.0,100,0,91,9,False,0,0,0,0
2014-03-13,size_05_30_top100,0.010858911980199183,0.0,0.0,0.011310039799748055,-0.00045112781954887213,0.0,0.0,100,0,91,9,False,0,0,0,0
2014-03-14,size_05_30_top100,0.0013979091090337804,0.0,0.0,0.0013191689515534655,7.874015748031482e-05,0.0,0.0,100,0,91,9,False,0,0,0,0
2014-03-17,size_05_30_top100,0.025514573355126278,0.0,0.0,0.02449894835512628,0.001015625,0.0,0.0,100,0,91,9,False,0,0,0,0
2014-03-18,size_05_30_top100,0.0061240112155553665,0.0,0.0,0.006336777173002175,-0.0002127659574468088,0.0,0.0,100,0,91,9,False,0,0,0,0
2014-03-19,size_05_30_top100,0.0045036027440002084,0.0,0.0,0.004213747671536439,0.0002898550724637694,0.0,0.0,100,0,91,9,False,0,0,0,0
2014-03-20,size_05_30_top100,-0.025737595330213147,0.0,0.0,-0.02520942631612864,-0.0005281690140845063,0.0,0.0,100,0,91,9,False,0,0,0,0
2014-03-21,size_05_30_top100,0.012636251228715433,0.0,0.0,0.01149197712271813,0.0001486988847583648,0.000995575221238938,0.0,100,0,92,8,False,0,0,0,0
2014-03-24,size_05_30_top100,0.00464071794245024,0.0,0.0,0.003251872046562091,0.001388845895888149,0.0,0.0,100,0,88,12,False,0,0,0,0
2014-03-25,size_05_30_top100,0.0013785103758548502,0.0,0.0,0.0010401984530358866,0.0003383119228189635,0.0,0.0,100,0,88,12,False,0,0,0,0
2014-03-26,size_05_30_top100,0.006355989912530936,0.0,0.0,0.005319917956985146,0.0010360719555457898,0.0,0.0,100,0,87,13,False,0,0,0,0
2014-03-27,size_05_30_top100,-0.019668955071377274,0.0,0.0,-0.019659370821713002,0.00039698338129741774,-0.00040656763096168837,0.0,100,0,88,12,False,0,0,0,0
2014-03-28,size_05_30_top100,-0.029117084955468837,0.0,0.0,-0.029681211502924135,0.0005641265474552981,0.0,0.0,100,0,87,13,False,0,0,0,0
2014-03-31,size_05_30_top100,-0.0066179235463985474,0.0,0.0,-0.006005946558950847,-0.0006119769874476999,0.0,0.0,100,0,87,13,False,0,0,0,0
2014-04-01,size_05_30_top100,0.014689610835234115,0.0033995040997866245,-0.0003870564898508055,0.011677163225298296,0.0,0.0,0.4,100,0,107,13,True,20,0,20,13
2014-04-02,size_05_30_top100,-0.007483872259728849,0.0,0.0,-0.00847863665763461,0.0,0.0009947643979057608,0.0,100,0,88,12,False,0,0,0,0
2014-04-03,size_05_30_top100,0.006782952843024727,0.0,0.0,0.0057829528430247265,0.0010000000000000009,0.0,0.0,100,0,88,12,False,0,0,0,0
2014-04-04,size_05_30_top100,0.011368786729548998,0.0,0.0,0.010150705129162364,0.00038961038961038863,0.0008284712107762438,0.0,100,0,90,10,False,0,0,0,0
2014-04-08,size_05_30_top100,0.010186665130636045,0.0,0.0,0.00874575036726854,0.0004497253360547282,0.0009911894273127752,0.0,100,0,90,10,False,0,0,0,0
2014-04-09,size_05_30_top100,0.015936698494310553,0.0,0.0,0.013267382524232202,0.002669315970078352,0.0,0.0,100,0,90,10,False,0,0,0,0
2014-04-10,size_05_30_top100,0.0010049024347096303,0.0,0.0,0.000829055474652144,0.00017584696005748635,0.0,0.0,100,0,90,10,False,0,0,0,0
2014-04-11,size_05_30_top100,-0.0014273464958199946,0.0,0.0,-0.002912621079370139,0.0014852745835501446,0.0,0.0,100,0,90,10,False,0,0,0,0
2014-04-14,size_05_30_top100,0.018540011633859498,0.0,0.0,0.016864595108125498,0.0016754165257340003,0.0,0.0,100,0,90,10,False,0,0,0,0
2014-04-15,size_05_30_top100,-0.0068696244926898156,0.0,0.0,-0.0071377461463295565,0.00026812165363974125,0.0,0.0,100,0,90,10,False,0,0,0,0
2014-04-16,size_05_30_top100,0.0016634060196741487,0.0,0.0,0.0015397351888751666,0.000123670830798982,0.0,0.0,100,0,90,10,False,0,0,0,0
2014-04-17,size_05_30_top100,0.007456756988112241,0.0,0.0,0.006898878310528936,-8.728261273927563e-05,0.0006451612903225801,0.0,100,0,90,10,False,0,0,0,0
2014-04-18,size_05_30_top100,0.005219170012264334,0.0,0.0,0.003693985365222644,0.0015251846470416897,0.0,0.0,100,0,89,11,False,0,0,0,0
2014-04-21,size_05_30_top100,-0.015522105236209128,0.0,0.0,-0.013978768359929948,-0.0012847161866240088,-0.00025862068965517237,0.0,100,0,90,10,False,0,0,0,0
2014-04-22,size_05_30_top100,-0.010464513085506557,0.0,0.0,-0.009865570282557969,-0.0005989428029485877,0.0,0.0,100,0,90,10,False,0,0,0,0
2014-04-23,size_05_30_top100,-0.00013505949028969066,0.0,0.0,0.00012482627867963392,-0.0002598857689693246,0.0,0.0,100,0,90,10,False,0,0,0,0
2014-04-24,size_05_30_top100,-0.0052823401719978135,0.0,0.0,-0.0047877874544204405,-0.0004945527175773734,0.0,0.0,100,0,90,10,False,0,0,0,0
2014-04-25,size_05_30_top100,-0.022148116788953145,0.0,0.0,-0.02200115083287685,-0.0001469659560762948,0.0,0.0,100,0,89,11,False,0,0,0,0
2014-04-28,size_05_30_top100,-0.036626780454478605,0.0,0.0,-0.03340914425115028,-0.002317203302895422,-0.0009004329004329015,0.0,100,0,90,10,False,0,0,0,0
2014-04-29,size_05_30_top100,0.013869185511582852,0.0,0.0,0.013552771590886843,0.0013270522185683475,-0.0010106382978723393,0.0,100,0,91,9,False,0,0,0,0
2014-04-30,size_05_30_top100,0.010594502404682578,0.0,0.0,0.012397102783994782,-0.0018026003793122037,0.0,0.0,100,0,91,9,False,0,0,0,0
2014-05-05,size_05_30_top100,0.013258941383500051,0.004006526492732857,-0.001233995464427744,0.010486410355194938,0.0,0.0,0.52,100,0,117,9,True,26,0,26,9
2014-05-06,size_05_30_top100,0.009074082582476033,0.0,0.0,0.009074082582476033,0.0,0.0,0.0,100,0,90,10,False,0,0,0,0
2014-05-07,size_05_30_top100,-0.013330261427813649,0.0,0.0,-0.014328997205310485,0.0,0.0009987357774968375,0.0,100,0,91,9,False,0,0,0,0
2014-05-08,size_05_30_top100,0.004228283976384547,0.0,0.0,0.004228283976384547,0.0,0.0,0.0,100,0,90,10,False,0,0,0,0
2014-05-09,size_05_30_top100,-0.0023542640948954995,0.0,0.0,-0.0023542640948954995,0.0,0.0,0.0,100,0,90,10,False,0,0,0,0
2014-05-12,size_05_30_top100,0.02548257510080926,0.0,0.0,0.02548257510080926,0.0,0.0,0.0,100,0,89,11,False,0,0,0,0
2014-05-13,size_05_30_top100,0.0006982985589382773,0.0,0.0,-0.000290073534084978,0.0,0.0009883720930232553,0.0,100,0,90,10,False,0,0,0,0
2014-05-14,size_05_30_top100,0.0013444208323347407,0.0,0.0,0.0016089710968850057,-0.0002645502645502651,0.0,0.0,100,0,90,10,False,0,0,0,0
2014-05-15,size_05_30_top100,-0.02119448395281031,0.0,0.0,-0.02043361438759292,-0.0007608695652173914,0.0,0.0,100,0,90,10,False,0,0,0,0
2014-05-16,size_05_30_top100,-0.003695979269269456,0.0,0.0,-0.00322539103397534,-0.000470588235294116,0.0,0.0,100,0,90,10,False,0,0,0,0
2014-05-19,size_05_30_top100,0.001977454977705459,0.0,0.0,0.00212148789951616,-0.0001440329218107006,0.0,0.0,100,0,90,10,False,0,0,0,0
2014-05-20,size_05_30_top100,0.004111706307502895,0.0,0.0,0.0040908294807805575,2.0876826722338036e-05,0.0,0.0,100,0,90,10,False,0,0,0,0
2014-05-21,size_05_30_top100,0.008520567203839969,0.0,0.0,0.008541400537173302,-2.0833333333333258e-05,0.0,0.0,100,0,90,10,False,0,0,0,0
2014-05-22,size_05_30_top100,-0.001290883669953321,0.0,0.0,-0.0010194849225629242,-0.0002713987473903967,0.0,0.0,100,0,90,10,False,0,0,0,0
2014-05-23,size_05_30_top100,0.007904132182510026,0.0,0.0,0.00777537681770316,0.00012875536480686512,0.0,0.0,100,0,90,10,False,0,0,0,0
2014-05-26,size_05_30_top100,0.01759954305087657,0.0,0.0,0.017448919052225755,6.355932203389924e-05,8.706467661691475e-05,0.0,100,0,91,9,False,0,0,0,0
2014-05-27,size_05_30_top100,-0.0018643850073899126,0.0,0.0,-0.0017380692179162294,-0.00012631578947368326,0.0,0.0,100,0,90,10,False,0,0,0,0
2014-05-28,size_05_30_top100,0.011264380513343894,0.0,0.0,0.01088095409624501,0.00010660980810234477,0.0002768166089965396,0.0,100,0,91,9,False,0,0,0,0
2014-05-29,size_05_30_top100,-0.012785414810691648,0.0,0.0,-0.01251115320731612,-0.0002742616033755274,0.0,0.0,100,0,90,10,False,0,0,0,0
2014-05-30,size_05_30_top100,0.005219427732037959,0.0,0.0,0.005371271549825378,-0.0001518438177874193,0.0,0.0,100,0,90,10,False,0,0,0,0
2014-06-03,size_05_30_top100,0.0014808054411463768,6.206169092618508e-05,0.00020439880317915548,0.001214344947041036,0.0,0.0,0.46,100,0,114,9,True,23,0,23,9
2014-06-04,size_05_30_top100,-0.005521961891759875,0.0,0.0,-0.005521961891759875,0.0,0.0,0.0,100,0,91,9,False,0,0,0,0
2014-06-05,size_05_30_top100,0.016064107843429987,0.0,0.0,0.016064107843429987,0.0,0.0,0.0,100,0,90,10,False,0,0,0,0
2014-06-06,size_05_30_top100,0.002344081830666639,0.0,0.0,0.002344081830666639,0.0,0.0,0.0,100,0,90,10,False,0,0,0,0
