start,end,days,years,final_value,cagr,ann_vol,sharpe,mdd,calmar,worst_12m,strategy,label,lookback_days,lookback_months,turnover_ann,worst_3y_cagr,worst_3y_mdd,worst_3y_calmar
2015-09-01,2026-05-15,2596,10.301587301587302,2.1198873315811175,0.07566235753826045,0.07261729515071998,1.0419330185904105,-0.16043698444267784,0.47160171827645936,-0.14562217417179368,static_equity40,Buy&Hold核心40%权益,,,0.4659476117103236,-0.00861447518012104,-0.16043698444267906,-0.05369382384021873
2015-09-01,2026-05-15,2596,10.301587301587302,1.6762052545502455,0.05141939449178001,0.0503133988082616,1.0219821302021999,-0.07791198098097796,0.6599677462229326,-0.05179371028723079,switch_3m,权益开关3M,63.0,3.0,2.9898305084745767,-0.0006540733306522606,-0.07791198098097807,-0.00839502888281013
2015-09-01,2026-05-15,2596,10.301587301587302,1.819824741332232,0.05984339821517537,0.04918379149892115,1.2167300728836254,-0.06505075044264785,0.9199493904061329,-0.03353618288284399,switch_6m,权益开关6M,126.0,6.0,2.1744221879815098,0.016125518303980124,-0.06505075044264874,0.28753095109918375
2015-09-01,2026-05-15,2596,10.301587301587302,1.9269983569003024,0.06574700598803629,0.052703651169935514,1.2474848426733152,-0.09135800711731423,0.7196633120905269,-0.011799201788026292,switch_9m,权益开关9M,189.0,9.0,1.78613251155624,0.023459105023720506,-0.09135800711731445,0.25678214492569207
2015-09-01,2026-05-15,2596,10.301587301587302,1.9623522274688376,0.06762950642968679,0.053027574712549624,1.2753648794290688,-0.09764267306226704,0.6926224396433641,-0.010501675204237726,switch_12m,权益开关12M,252.0,12.0,1.5919876733436056,0.025442458162033388,-0.0976426730622676,0.26261062547814196
2015-09-01,2026-05-15,2596,10.301587301587302,1.8089167398436787,0.05922505258879407,0.06473593293851734,0.9148713844140131,-0.10887204656185578,0.5439876851689868,-0.08852193426471333,switch_18m,权益开关18M,378.0,18.0,1.5725731895223423,0.007458965282701069,-0.10887204656185723,0.06851129852200606
