start,end,days,years,final_value,cagr,ann_vol,sharpe,mdd,calmar,worst_12m,strategy,label,etf_weight,corr_to_cb,delta_cagr_vs_cb,mdd_improvement_vs_cb
2017-02-14,2026-04-30,2238,8.880952380952381,4.549044375802816,0.18599310531193347,0.16528946871101485,1.1252568403926326,-0.1875621257861686,0.9916346625542947,-0.10790126170932424,cb_final,可转债最终版,0.0,1.0,0.0,0.0
2017-02-14,2026-04-30,2238,8.880952380952381,3.553540024597698,0.15346586732589507,0.1209635765551557,1.2686948558925861,-0.10921802618192111,1.4051331331539694,-0.0695491379081471,fallback_gold_0,失败权益100%转国债,0.3,0.25885525577828544,-0.032527237986038404,0.07834409960424749
2017-02-14,2026-04-30,2238,8.880952380952381,3.5730205762230773,0.15417615001872154,0.1210605912553464,1.2735453248656807,-0.10844304790921133,1.4217246102101264,-0.06826787113350052,fallback_gold_10,失败权益90%国债/10%黄金,0.3,0.2542258189173555,-0.031816955293211935,0.07911907787695727
2017-02-14,2026-04-30,2238,8.880952380952381,3.5925809417951524,0.15488589354523397,0.12116447017524393,1.2783111527762032,-0.10766818317184546,1.4385484084748228,-0.06698658009680314,fallback_gold_20,失败权益80%国债/20%黄金,0.3,0.24929668141277833,-0.031107211766699505,0.07989394261432314
2017-02-14,2026-04-30,2238,8.880952380952381,3.6122212609114133,0.15559509627381485,0.12127519567609688,1.2829919210304137,-0.10689343343383706,1.4556094913923991,-0.06577063866310806,fallback_gold_30,失败权益70%国债/30%黄金,0.3,0.24416493933768502,-0.030398009038118623,0.08066869235233154
2017-02-14,2026-04-30,2238,8.880952380952381,3.6517423126559168,0.15701187280945383,0.12151711040077877,1.2920968272830786,-0.10534428481798408,1.4904640824202473,-0.0635631926912179,fallback_gold_50,失败权益50%国债/50%黄金,0.3,0.23361474340500424,-0.028981232502479637,0.08221784096818452
