mdd_start,mdd_trough,mdd_recovery,mdd_depth,peak_to_trough_days,recovery_days,underwater_days,recovered,mdd_avg_300_weight,mdd_avg_sp500_weight,mdd_avg_bond_weight,mdd_avg_gold_weight,underwater_avg_bond_weight,underwater_avg_gold_weight,strategy,label,fallback_gold_share
2015-06-08,2015-08-25,2016-08-02,-0.10590727688631218,78,343,421,True,0.19999999999999998,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.5838028169014083,0.19999999999999996,fallback_gold_0,失败权益100%转国债,0.0
2015-06-08,2015-08-25,2016-07-29,-0.10590727688631218,78,339,417,True,0.19999999999999998,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.5640425531914893,0.2182269503546099,fallback_gold_10,失败权益90%国债/10%黄金,0.1
2015-06-08,2015-08-25,2016-07-19,-0.10590727688631218,78,329,407,True,0.19999999999999998,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.5448175182481753,0.2362043795620438,fallback_gold_20,失败权益80%国债/20%黄金,0.2
2015-06-08,2015-08-25,2016-07-07,-0.10590727688631218,78,317,395,True,0.19999999999999998,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.5263157894736842,0.25413533834586466,fallback_gold_30,失败权益70%国债/30%黄金,0.3
2015-06-08,2015-08-25,2016-07-01,-0.10590727688631218,78,311,389,True,0.19999999999999998,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.49007633587786253,0.2900763358778626,fallback_gold_50,失败权益50%国债/50%黄金,0.5
