challenger,label,benchmark,benchmark_label,windows,cagr_win_rate,sharpe_win_rate,mdd_win_rate,calmar_win_rate,avg_cagr_diff,avg_sharpe_diff,avg_mdd_diff,avg_calmar_diff
CORE4_BTC_ETH_SOL_BNB,BTC/ETH/SOL/BNB,BTC_ONLY,BTC only,53,0.41509433962264153,0.5471698113207547,0.6415094339622641,0.4716981132075472,0.09770293730364556,0.22048542691657977,0.02205518823033275,1.0988586321988163
POOL12_DROP_LTC_AAVE,12 coin pool,BTC_ONLY,BTC only,53,0.4528301886792453,0.7169811320754716,0.7169811320754716,0.660377358490566,0.042326849178258616,0.3752946221988974,0.044802049201876595,1.0795525489089943
