pool,n_symbols,avg_exposure,symbols,mode,cagr,sharpe,mdd,calmar,vol,final
BTC_ONLY,1,0.3342542649762889,BTCUSDT,gross,0.3802777338423915,1.2282071566851032,-0.2677827040140419,1.4200981920865605,0.29831737878965126,7.845761035462981
CORE4_BTC_ETH_SOL_BNB,4,0.26185023705255184,"BTCUSDT, ETHUSDT, SOLUSDT, BNBUSDT",gross,0.4785795596125144,1.6322580336433512,-0.2676392028048973,1.7881519396147199,0.26013180457058166,12.178956626939472
FULL14,14,0.1935525824807365,"BTCUSDT, ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, TRXUSDT, ADAUSDT, LINKUSDT, AVAXUSDT, NEARUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.373826842746545,1.6232538957723563,-0.24962082626378435,1.4975787410923285,0.2091048415062451,7.614319523293777
POOL12_DROP_LTC_AAVE,12,0.19833051974673038,"BTCUSDT, ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, TRXUSDT, ADAUSDT, LINKUSDT, AVAXUSDT, NEARUSDT, UNIUSDT",gross,0.44320758754379197,1.8224768241576559,-0.24097255161531494,1.8392451114155195,0.21380161227373926,10.432653668574654
