pool,n_symbols,avg_exposure,symbols,mode,cagr,sharpe,mdd,calmar,vol,final,removed_a,removed_b,removed_pair,is_ltc_aave_pair,delta_cagr,delta_sharpe,delta_mdd,delta_calmar,delta_final,rank_by_calmar,rank_by_cagr,rank_by_sharpe
SOLUSDT+UNIUSDT,12,0.20201492918451677,"BTCUSDT, ETHUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, TRXUSDT, ADAUSDT, LINKUSDT, AVAXUSDT, NEARUSDT, LTCUSDT, AAVEUSDT",gross,0.36601481172344896,1.5376177171114926,-0.25028608403794783,1.4623857859710434,0.2183276824727836,7.341778568740212,SOLUSDT,UNIUSDT,SOLUSDT+UNIUSDT,False,-0.007812031023096022,-0.0856361786608637,-0.0006652577741634857,-0.03519295512128506,-0.2725409545535653,48,50,72
ETHUSDT+SOLUSDT,12,0.1912286225166944,"BTCUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, TRXUSDT, ADAUSDT, LINKUSDT, AVAXUSDT, NEARUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.3551616460852711,1.5324022314774195,-0.24329256478768801,1.4598129885112063,0.21311407264267151,6.976830830325549,ETHUSDT,SOLUSDT,ETHUSDT+SOLUSDT,False,-0.018665196661273864,-0.09085166429493685,0.006328261476096331,-0.037765752581122136,-0.637488692968228,49,72,77
DOGEUSDT+AVAXUSDT,12,0.20543363746330304,"BTCUSDT, ETHUSDT, SOLUSDT, XRPUSDT, BNBUSDT, TRXUSDT, ADAUSDT, LINKUSDT, NEARUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.3584740382019649,1.5518455274310239,-0.24680357813510423,1.4524669411629456,0.2118772187420544,7.086552725479806,DOGEUSDT,AVAXUSDT,DOGEUSDT+AVAXUSDT,False,-0.015352804544580101,-0.07140836834133246,0.0028172481286801165,-0.045111799929382856,-0.5277667978139711,50,65,64
BTCUSDT+LINKUSDT,12,0.18427574357445597,"ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, TRXUSDT, ADAUSDT, AVAXUSDT, NEARUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.37449135173786696,1.5926815286096114,-0.2587745324067373,1.4471723637365055,0.21404388463947668,7.637891075329341,BTCUSDT,LINKUSDT,BTCUSDT+LINKUSDT,False,0.000664508991321977,-0.030572367162744918,-0.009153706142952966,-0.050406377355822984,0.023571552035563492,51,37,42
AVAXUSDT+LTCUSDT,12,0.20299294854088057,"BTCUSDT, ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, TRXUSDT, ADAUSDT, LINKUSDT, NEARUSDT, AAVEUSDT, UNIUSDT",gross,0.39647049022076786,1.6786638233043967,-0.27480340233760825,1.4427422908457521,0.21234912851847634,8.45300721700634,AVAXUSDT,LTCUSDT,AVAXUSDT+LTCUSDT,False,0.022643647474222872,0.055409927532040326,-0.025182576073823904,-0.05483645024657635,0.8386876937125622,52,16,16
BNBUSDT+UNIUSDT,12,0.1901846649388,"BTCUSDT, ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, TRXUSDT, ADAUSDT, LINKUSDT, AVAXUSDT, NEARUSDT, LTCUSDT, AAVEUSDT",gross,0.3608875388874939,1.569532846894819,-0.25026727610929045,1.4420084978664816,0.21040502881444278,7.167412681298656,BNBUSDT,UNIUSDT,BNBUSDT+UNIUSDT,False,-0.012939303859051066,-0.05372104887753726,-0.000646449845506103,-0.055570243225846916,-0.446906841995121,53,59,53
AVAXUSDT+AAVEUSDT,12,0.2049731812175813,"BTCUSDT, ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, TRXUSDT, ADAUSDT, LINKUSDT, NEARUSDT, LTCUSDT, UNIUSDT",gross,0.3791827588206276,1.600593237290896,-0.26335833371142126,1.4397978354317909,0.2153437741842604,7.80606327909879,AVAXUSDT,AAVEUSDT,AVAXUSDT+AAVEUSDT,False,0.0053559160740825895,-0.022660658481460372,-0.01373750744763691,-0.05778090566053762,0.19174375580501302,54,30,40
TRXUSDT+LINKUSDT,12,0.18464299472492654,"BTCUSDT, ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, ADAUSDT, AVAXUSDT, NEARUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.36977453936892246,1.5640084152591103,-0.2570209727071072,1.4386940313633687,0.21606627532485329,7.4718996355524485,TRXUSDT,LINKUSDT,TRXUSDT+LINKUSDT,False,-0.004052303377622524,-0.059245480513246074,-0.007400146443322875,-0.05888470972895976,-0.14241988774132874,55,47,54
XRPUSDT+AVAXUSDT,12,0.202340802290259,"BTCUSDT, ETHUSDT, SOLUSDT, DOGEUSDT, BNBUSDT, TRXUSDT, ADAUSDT, LINKUSDT, NEARUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.35030899957451367,1.539040716960301,-0.24351463269695728,1.4385542079947904,0.2093819804819755,6.818678036540208,XRPUSDT,AVAXUSDT,XRPUSDT+AVAXUSDT,False,-0.023517843172031316,-0.08421317881205526,0.006106193566827067,-0.05902453309753808,-0.7956414867535688,56,77,71
ETHUSDT+BNBUSDT,12,0.17939835827097764,"BTCUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, TRXUSDT, ADAUSDT, LINKUSDT, AVAXUSDT, NEARUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.34964440120394813,1.5547543790544909,-0.24310364709161347,1.4382523889992684,0.20653395544203249,6.797255447852178,ETHUSDT,BNBUSDT,ETHUSDT+BNBUSDT,False,-0.024182441542596855,-0.06849951671786547,0.006517179172170873,-0.05932635209306003,-0.817064075441599,57,78,63
LINKUSDT+NEARUSDT,12,0.2035210857289042,"BTCUSDT, ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, TRXUSDT, ADAUSDT, AVAXUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.3855250410885702,1.6156045948483666,-0.26873062463664177,1.434615208481912,0.21627479455921292,8.038371507910957,LINKUSDT,NEARUSDT,LINKUSDT+NEARUSDT,False,0.011698198342025234,-0.007649300923989744,-0.019109798372857423,-0.06296353261041654,0.4240519846171802,58,25,31
SOLUSDT+BNBUSDT,12,0.1879492773559194,"BTCUSDT, ETHUSDT, XRPUSDT, DOGEUSDT, TRXUSDT, ADAUSDT, LINKUSDT, AVAXUSDT, NEARUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.34393265503915327,1.492447506169341,-0.24034320537895193,1.4310063581654853,0.21328561845408858,6.615472747418469,SOLUSDT,BNBUSDT,SOLUSDT+BNBUSDT,False,-0.029894187707391717,-0.13080638960301538,0.009277620884832416,-0.0665723829268432,-0.9988467758753083,59,85,85
ADAUSDT+LINKUSDT,12,0.19740158901309912,"BTCUSDT, ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, TRXUSDT, AVAXUSDT, NEARUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.35600114283024165,1.5619271317765586,-0.2530839888634675,1.4066521727784818,0.20891277113916623,7.004502370256722,ADAUSDT,LINKUSDT,ADAUSDT+LINKUSDT,False,-0.01782569991630334,-0.06132676399579773,-0.003463162599683156,-0.09092656831384671,-0.6098171530370555,60,70,56
BTCUSDT+UNIUSDT,12,0.18717630941610428,"ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, TRXUSDT, ADAUSDT, LINKUSDT, AVAXUSDT, NEARUSDT, LTCUSDT, AAVEUSDT",gross,0.3746704249690993,1.5865199667876297,-0.26796043907445855,1.3982303740926068,0.215112502502874,7.6442537033356075,BTCUSDT,UNIUSDT,BTCUSDT+UNIUSDT,False,0.0008435822225543177,-0.036733928984726605,-0.0183396128106742,-0.09934836699972172,0.02993418004183024,61,34,46
BTCUSDT+ETHUSDT,12,0.17639000274828187,"SOLUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, TRXUSDT, ADAUSDT, LINKUSDT, AVAXUSDT, NEARUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.363396942531965,1.5738703136238341,-0.2609548098166746,1.3925665627211767,0.21104168826496877,7.252309602965175,BTCUSDT,ETHUSDT,BTCUSDT+ETHUSDT,False,-0.010429900214580012,-0.04938358214852223,-0.011333983552890281,-0.10501217837115173,-0.36200992032860224,62,55,48
TRXUSDT+UNIUSDT,12,0.1875435605665748,"BTCUSDT, ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, ADAUSDT, LINKUSDT, AVAXUSDT, NEARUSDT, LTCUSDT, AAVEUSDT",gross,0.36993433499367967,1.5575586520954512,-0.2664222834797453,1.388526252991912,0.21720274312363597,7.477472843980758,TRXUSDT,UNIUSDT,TRXUSDT+UNIUSDT,False,-0.003892507752865315,-0.06569524367690516,-0.016801457215960935,-0.10905248810041646,-0.13684667931301941,63,45,60
NEARUSDT+UNIUSDT,12,0.20642165157055245,"BTCUSDT, ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, TRXUSDT, ADAUSDT, LINKUSDT, AVAXUSDT, LTCUSDT, AAVEUSDT",gross,0.3856185735933464,1.6072087072205827,-0.2779760760254987,1.3872365532563806,0.21763887242372068,8.041840610732667,NEARUSDT,UNIUSDT,NEARUSDT+UNIUSDT,False,0.011791730846801407,-0.016045188551773615,-0.02835524976171433,-0.11034218783594785,0.4275210874388895,64,23,34
ETHUSDT+TRXUSDT,12,0.17675725389875244,"BTCUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, ADAUSDT, LINKUSDT, AVAXUSDT, NEARUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.3589316267375571,1.5500231902658108,-0.2593688673370613,1.3838654979015255,0.21236971269149924,7.101823992833879,ETHUSDT,TRXUSDT,ETHUSDT+TRXUSDT,False,-0.01489521600898791,-0.07323070550654553,-0.00974804107327698,-0.113713243190803,-0.5124955304598986,65,62,65
ETHUSDT+NEARUSDT,12,0.19563534490273007,"BTCUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, TRXUSDT, ADAUSDT, LINKUSDT, AVAXUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.37465093364609636,1.6049375990003818,-0.27093040812808356,1.3828308761450596,0.21225937928806587,7.6435609428704625,ETHUSDT,NEARUSDT,ETHUSDT+NEARUSDT,False,0.0008240908995513774,-0.01831629677197455,-0.02130958186429921,-0.11474786494726885,0.029241419576685246,66,35,38
SOLUSDT+TRXUSDT,12,0.1853081729836942,"BTCUSDT, ETHUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, ADAUSDT, LINKUSDT, AVAXUSDT, NEARUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.35319499717144964,1.4912963568709219,-0.25605785539041115,1.379356226478323,0.2188605878333855,6.912366871039701,SOLUSDT,TRXUSDT,SOLUSDT+TRXUSDT,False,-0.020631845575095342,-0.13195753890143447,-0.006437029126626803,-0.11822251461400546,-0.701952652254076,67,73,86
SOLUSDT+NEARUSDT,12,0.20418626398767184,"BTCUSDT, ETHUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, TRXUSDT, ADAUSDT, LINKUSDT, AVAXUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.3685016771522982,1.5364914612823901,-0.2692136940819789,1.3688073276097346,0.21989778973099527,7.427630876047957,SOLUSDT,NEARUSDT,SOLUSDT+NEARUSDT,False,-0.0053251655942467835,-0.08676243448996623,-0.01959286781819458,-0.1287714134825939,-0.18668864724582068,68,48,74
BTCUSDT+BNBUSDT,12,0.17311065758750688,"ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, TRXUSDT, ADAUSDT, LINKUSDT, AVAXUSDT, NEARUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.35241208751601927,1.541834851946295,-0.25844829016176984,1.3635690423621487,0.21007007110725961,6.886844408380752,BTCUSDT,BNBUSDT,BTCUSDT+BNBUSDT,False,-0.021414755230525717,-0.08141904382606135,-0.008827463897985499,-0.13400969873017976,-0.727475114913025,69,74,69
BTCUSDT+SOLUSDT,12,0.18494092183322364,"ETHUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, TRXUSDT, ADAUSDT, LINKUSDT, AVAXUSDT, NEARUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.3577575873055363,1.516529828349781,-0.2624293699709458,1.3632528529300838,0.21718020948676606,7.062697993354869,BTCUSDT,SOLUSDT,BTCUSDT+SOLUSDT,False,-0.01606925544100868,-0.10672406742257534,-0.012808543707161446,-0.13432588816224467,-0.5516215299389087,70,68,80
ADAUSDT+UNIUSDT,12,0.20030215485474734,"BTCUSDT, ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, TRXUSDT, LINKUSDT, AVAXUSDT, NEARUSDT, LTCUSDT, AAVEUSDT",gross,0.3561500706607583,1.5549219530922376,-0.2625566137258586,1.3564696223292354,0.21009611686075041,7.009420993509782,ADAUSDT,UNIUSDT,ADAUSDT+UNIUSDT,False,-0.017676772085786663,-0.06833194268011877,-0.012935787462074244,-0.14110911876309307,-0.6048985297839948,71,69,62
BNBUSDT+TRXUSDT,12,0.17347790873797744,"BTCUSDT, ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, ADAUSDT, LINKUSDT, AVAXUSDT, NEARUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.34773862437758196,1.5117059209624415,-0.2568655515406467,1.3537767999324557,0.21228936396856507,6.7361394131014425,BNBUSDT,TRXUSDT,BNBUSDT+TRXUSDT,False,-0.026088218368963023,-0.11154797480991485,-0.007244725276862374,-0.14380194115987277,-0.8781801101923348,72,82,83
BNBUSDT+NEARUSDT,12,0.19235599974195508,"BTCUSDT, ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, TRXUSDT, ADAUSDT, LINKUSDT, AVAXUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.36343691270891587,1.569652570808256,-0.26856621039373985,1.353248840113162,0.21176926259258466,7.253668686934103,BNBUSDT,NEARUSDT,BNBUSDT+NEARUSDT,False,-0.010389930037629114,-0.053601324964100305,-0.0189453841299555,-0.14432990097916654,-0.36065083635967454,73,54,52
ETHUSDT+ADAUSDT,12,0.189515848186925,"BTCUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, TRXUSDT, LINKUSDT, AVAXUSDT, NEARUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.3453159055304471,1.5498527552774728,-0.25533140576917823,1.3524223723681514,0.20489367848379048,6.659115415418931,ETHUSDT,ADAUSDT,ETHUSDT+ADAUSDT,False,-0.028510937216097876,-0.07340114049488355,-0.005710579505393887,-0.14515636872417703,-0.9552041078748461,74,84,66
SOLUSDT+ADAUSDT,12,0.19806676727186673,"BTCUSDT, ETHUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, TRXUSDT, LINKUSDT, AVAXUSDT, NEARUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.3395843468558539,1.4861367039138333,-0.25220592095211936,1.3464566794223802,0.21179952626480203,6.479848034180155,SOLUSDT,ADAUSDT,SOLUSDT+ADAUSDT,False,-0.03424249589069106,-0.137117191858523,-0.00258509468833501,-0.15112206166994824,-1.134471489113622,75,88,89
LINKUSDT+AVAXUSDT,12,0.20404239754791617,"BTCUSDT, ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, TRXUSDT, ADAUSDT, NEARUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.3584314389969654,1.5393682224279435,-0.26904467422288325,1.3322376294281593,0.21384212854261445,7.085132457375555,LINKUSDT,AVAXUSDT,LINKUSDT+AVAXUSDT,False,-0.015395403749579595,-0.08388567334441288,-0.019423847959098905,-0.1653411116641692,-0.5291870659182223,76,66,70
BNBUSDT+ADAUSDT,12,0.18623650302614997,"BTCUSDT, ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, TRXUSDT, LINKUSDT, AVAXUSDT, NEARUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.3344153866578381,1.515083304379064,-0.252919878356197,1.3222186758561847,0.20414464348580455,6.321685310134478,BNBUSDT,ADAUSDT,BNBUSDT+ADAUSDT,False,-0.03941145608870689,-0.10817059139329244,-0.0032990520924126576,-0.17536006523614378,-1.2926342131592996,77,90,81
BTCUSDT+NEARUSDT,12,0.18934764421925931,"ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, TRXUSDT, ADAUSDT, LINKUSDT, AVAXUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.3773228155320312,1.5885980850590824,-0.2857759883069879,1.3203447139397215,0.21619492502673548,7.739020325816078,BTCUSDT,NEARUSDT,BTCUSDT+NEARUSDT,False,0.00349597278548619,-0.03465581071327395,-0.03615516204320357,-0.17723402715260694,0.12470080252230087,78,31,44
BTCUSDT+TRXUSDT,12,0.17046955321528165,"ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, ADAUSDT, LINKUSDT, AVAXUSDT, NEARUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.36165186983189024,1.5365775168548745,-0.27442173177876994,1.31786891470914,0.21603971246335,7.193181891538461,BTCUSDT,TRXUSDT,BTCUSDT+TRXUSDT,False,-0.012174972914654747,-0.08667637891748181,-0.024800905514985594,-0.17970982638318844,-0.4211376317553164,79,56,73
TRXUSDT+NEARUSDT,12,0.1897148953697299,"BTCUSDT, ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, ADAUSDT, LINKUSDT, AVAXUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.3727139439118565,1.5631963356725254,-0.2842408234606193,1.3112611319305965,0.21780538222353601,7.574980070905061,TRXUSDT,NEARUSDT,TRXUSDT+NEARUSDT,False,-0.0011128988346884583,-0.06005756009983099,-0.03461999719683495,-0.186317609161732,-0.039339452388715834,80,41,55
AVAXUSDT+UNIUSDT,12,0.20694296338956442,"BTCUSDT, ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, TRXUSDT, ADAUSDT, LINKUSDT, NEARUSDT, LTCUSDT, AAVEUSDT",gross,0.35856813066938753,1.532423662397328,-0.27828110896514,1.2885104993393748,0.2150569221364102,7.089690642871795,AVAXUSDT,UNIUSDT,AVAXUSDT+UNIUSDT,False,-0.015258712077157455,-0.09083023337502838,-0.028660282701355677,-0.2090682417529537,-0.5246288804219823,81,64,76
BTCUSDT+ADAUSDT,12,0.1832281475034542,"ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, TRXUSDT, LINKUSDT, AVAXUSDT, NEARUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.3480470852917834,1.5359746387581286,-0.2705076681789552,1.2866440631233114,0.20855736116392184,6.745999832369768,BTCUSDT,ADAUSDT,BTCUSDT+ADAUSDT,False,-0.025779757454761576,-0.08727925701422778,-0.020886841915170873,-0.2109346779690171,-0.8683196909240092,82,79,75
ETHUSDT+AVAXUSDT,12,0.19615665672174207,"BTCUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, TRXUSDT, ADAUSDT, LINKUSDT, NEARUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.3477980832038474,1.5282561360040339,-0.2712776197818578,1.2820743689933651,0.20967053654555412,6.738039157845671,ETHUSDT,AVAXUSDT,ETHUSDT+AVAXUSDT,False,-0.026028759542697566,-0.09499775976832248,-0.02165679351807348,-0.21550437209896334,-0.876280365448106,83,81,79
ADAUSDT+NEARUSDT,12,0.2024734896579024,"BTCUSDT, ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, TRXUSDT, LINKUSDT, AVAXUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.3588835964862003,1.5599944213246262,-0.28052630454075345,1.279322440274272,0.21080179739199312,7.100219759074744,ADAUSDT,NEARUSDT,ADAUSDT+NEARUSDT,False,-0.014943246260344711,-0.06325947444773017,-0.0309054782769691,-0.21825630081805647,-0.5140997642190337,84,63,59
TRXUSDT+ADAUSDT,12,0.1835953986539248,"BTCUSDT, ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, LINKUSDT, AVAXUSDT, NEARUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.3434455671188623,1.5072522005215607,-0.26898656331184156,1.2768130976144667,0.2105583583483281,6.60016228572704,TRXUSDT,ADAUSDT,TRXUSDT+ADAUSDT,False,-0.03038127562768267,-0.11600169525079562,-0.01936573704805722,-0.22076564347786176,-1.014157237566737,85,86,84
SOLUSDT+AVAXUSDT,12,0.20470757580668383,"BTCUSDT, ETHUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, TRXUSDT, ADAUSDT, LINKUSDT, NEARUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.34162738612592625,1.4577017323022343,-0.2694801710142076,1.2677273613126616,0.21790349472246362,6.543275782947287,SOLUSDT,AVAXUSDT,SOLUSDT+AVAXUSDT,False,-0.03219945662061874,-0.16555216347012203,-0.01985934475042328,-0.22985137977966685,-1.0710437403464903,86,87,91
BNBUSDT+AVAXUSDT,12,0.19287731156096705,"BTCUSDT, ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, TRXUSDT, ADAUSDT, LINKUSDT, NEARUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.336611463042755,1.4870535702338903,-0.26888694827538984,1.2518698479109622,0.20992612448563017,6.388479447070928,BNBUSDT,AVAXUSDT,BNBUSDT+AVAXUSDT,False,-0.037215379703789964,-0.13620032553846606,-0.01926612201160549,-0.24570889318136624,-1.2258400762228492,87,89,88
BTCUSDT+AVAXUSDT,12,0.18986895603827128,"ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, TRXUSDT, ADAUSDT, LINKUSDT, NEARUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.35041666917453496,1.5127329810123984,-0.28611589731172016,1.224736802348175,0.21366234055117495,6.8221540012144635,BTCUSDT,AVAXUSDT,BTCUSDT+AVAXUSDT,False,-0.02341017357201003,-0.11052091475995796,-0.03649507104793581,-0.2728419387441534,-0.7921655220793138,88,76,82
AVAXUSDT+NEARUSDT,12,0.2091142981927195,"BTCUSDT, ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, TRXUSDT, ADAUSDT, LINKUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.36098481112869685,1.5298776176902475,-0.2959146944445833,1.21989484775755,0.21683099090991406,7.170687857403581,AVAXUSDT,NEARUSDT,AVAXUSDT+NEARUSDT,False,-0.012842031617848138,-0.0933762780821088,-0.04629386818079895,-0.2776838933347785,-0.4436316658901962,89,58,78
TRXUSDT+AVAXUSDT,12,0.19023620718874187,"BTCUSDT, ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, ADAUSDT, LINKUSDT, NEARUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.3458927767595663,1.4873081253486073,-0.2845820899685467,1.2154411291230447,0.21531503484634446,6.677387794110142,TRXUSDT,AVAXUSDT,TRXUSDT+AVAXUSDT,False,-0.027934065986978673,-0.135945770423749,-0.03496126370476238,-0.2821376119692838,-0.9369317291836357,90,83,87
ADAUSDT+AVAXUSDT,12,0.2029948014769144,"BTCUSDT, ETHUSDT, SOLUSDT, XRPUSDT, DOGEUSDT, BNBUSDT, TRXUSDT, LINKUSDT, NEARUSDT, LTCUSDT, AAVEUSDT, UNIUSDT",gross,0.33201320299296655,1.473382636533934,-0.2808252276367237,1.182276983400009,0.2094614431712198,6.249297957771357,ADAUSDT,AVAXUSDT,ADAUSDT+AVAXUSDT,False,-0.041813639753578435,-0.14987125923842237,-0.03120440137293934,-0.3153017576923194,-1.3650215655224205,91,91,90
